skill_name,skill_link,skill_description
LifeTalk Radio Kids,https://www.amazon.com/Lifetalk-Radio-LifeTalk-Kids/dp/B08P3K8LZS/ref=sr_1_45?dchild=1&qid=1624575116&rnid=14284832011&s=alexa-skills&sr=1-45,"Through Satellite, Radio, and the Internet, LifeTalk Radio is broadcasting God's message of love After enabling, say ""Alexa, open life talk kids"" to begin listening."
Jokes,https://www.amazon.com/Taylars-device-Jokes/dp/B08LZJF766/ref=sr_1_47?dchild=1&qid=1624575116&rnid=14284832011&s=alexa-skills&sr=1-47,"Try these lighthearted jokes to add more fun to your day. When using the skill, you can say ""Alexa, next"" to move to the next joke. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
My Holiday Story,https://www.amazon.com/Bentil-Osei-Boye-Holiday-Story/dp/B08VJFQ5GD/ref=sr_1_34?dchild=1&qid=1624575116&rnid=14284832011&s=alexa-skills&sr=1-34,This is a customizable holiday story that you can share with family and friends.
How Many Days,https://www.amazon.com/Bigperm2020-How-Many-Days/dp/B08PBYZ7M7/ref=sr_1_43?dchild=1&qid=1624575116&rnid=14284832011&s=alexa-skills&sr=1-43,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Whose Turn,https://www.amazon.com/Picklemasterjr-Whose-Turn/dp/B08L3Q9XB1/ref=sr_1_49?dchild=1&qid=1624575118&rnid=14284832011&s=alexa-skills&sr=1-49,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Chore chart,https://www.amazon.com/Mom-Chore-chart/dp/B08FJ5TBRY/ref=sr_1_58?dchild=1&qid=1624575118&rnid=14284832011&s=alexa-skills&sr=1-58,"Use this skill to keep track of chores that are assigned to each member of your household. You can ask Alexa to read the list of chores that are assigned to you each day, and you can log your chores as you complete them. Alexa automatically keeps score so you can complete with family members to see who finishes their chores first. Or last! The chore tracker automatically resets on Sunday each week. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer."
Vaghani Varta,https://www.amazon.com/Dada-Vaghani-Varta/dp/B08FX1CP9Q/ref=sr_1_57?dchild=1&qid=1624575118&rnid=14284832011&s=alexa-skills&sr=1-57,"Play an interactive prince and princess-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Princess Lei sky,https://www.amazon.com/Tabby-Princess-Lei-sky/dp/B08GP6P5XD/ref=sr_1_55?dchild=1&qid=1624575118&rnid=14284832011&s=alexa-skills&sr=1-55,"Play an interactive prince and princess-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
How Many Days,https://www.amazon.com/Krissy-How-Many-Days/dp/B08FX5KMNN/ref=sr_1_56?dchild=1&qid=1624575118&rnid=14284832011&s=alexa-skills&sr=1-56,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Pick a name,https://www.amazon.com/Garrett-Anglin-Sr-Pick-name/dp/B08GPK2TBR/ref=sr_1_54?dchild=1&qid=1624575118&rnid=14284832011&s=alexa-skills&sr=1-54,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Ezekiel Adventure Story,https://www.amazon.com/Gammy-Ezekiel-Adventure-Story/dp/B08GQ2BB6F/ref=sr_1_53?dchild=1&qid=1624575118&rnid=14284832011&s=alexa-skills&sr=1-53,Play an interactive adventure-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Whose Turn,https://www.amazon.com/Danica-griswold-Whose-Turn/dp/B08K95FCMY/ref=sr_1_51?dchild=1&qid=1624575118&rnid=14284832011&s=alexa-skills&sr=1-51,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Whose Turn,https://www.amazon.com/Camara-Whose-Turn/dp/B08J48L8FH/ref=sr_1_52?dchild=1&qid=1624575118&rnid=14284832011&s=alexa-skills&sr=1-52,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
How Many Days,https://www.amazon.com/Lisa-How-Many-Days/dp/B08999D1RJ/ref=sr_1_64?dchild=1&qid=1624575118&rnid=14284832011&s=alexa-skills&sr=1-64,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Task Tracker,https://www.amazon.com/Meredi-Task-Tracker/dp/B089T25GWB/ref=sr_1_63?dchild=1&qid=1624575118&rnid=14284832011&s=alexa-skills&sr=1-63,Try these checklists to help you stay organized. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Valentine's Greeting,https://www.amazon.com/Arianna-Valentines-Greeting/dp/B08B2FJZ3L/ref=sr_1_62?dchild=1&qid=1624575118&rnid=14284832011&s=alexa-skills&sr=1-62,Play a Valentine's Day greeting card for your loved one. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Thinking of You,https://www.amazon.com/Kathlynn-Baker-Thinking-of-You/dp/B08BQJY7LV/ref=sr_1_61?dchild=1&qid=1624575118&rnid=14284832011&s=alexa-skills&sr=1-61,"Celebrate special occasions with your loved ones. When you open the skill, Alexa will play a slideshow with rich images and audio. You can say ""Alexa, stop"" to exit anytime."
Whose Turn,https://www.amazon.com/Chasity-Whose-Turn/dp/B08FHYPQMN/ref=sr_1_59?dchild=1&qid=1624575118&rnid=14284832011&s=alexa-skills&sr=1-59,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Jungle Book Indian Song and Stories - Unofficial,https://www.amazon.com/Jungle-Book-Indian-Song-Stories/dp/B08972JSVR/ref=sr_1_65?dchild=1&qid=1624575119&rnid=14284832011&s=alexa-skills&sr=1-65,"Now you can listen to the song and stories on Alexa by saying, Alexa, open jungle book song. (Unofficial) The Alexa skill plays the song in the Hindi language. Usage of the skill: Session 1: User: Alexa, open jungle book song Alexa: Starting Jungle Stories- <audio> - You can say, begin, to begin. User: begin Alexa: This is Episode <number> <Alexa completes the story or user interruption> User: Alexa, next User: Alexa, stop User: Alexa, next / previous User: Alexa, resume User: Alexa, start over User: Yes/No Session 2: User: Alexa, open jungle book song Alexa: <audio> You were listening to Episode <number>, Would you like to resume? User: No Alexa: <Alexa starts over to the first episode and you can ask Alexa to step forward by saying Alexa, next> You are listening to the Jungle stories. You can say, Next or Previous to navigate through the playlist. At any time, you can say Pause to pause the audio and Resume to resume. Session 3: User: Help Alexa: You are listening to the Jungle stories. You can say, Next or Previous to navigate through the playlist. At any time, you can say Pause to pause the audio and Resume to resume. ---------------------------------------------------------------------------------------------------------------------- Disclaimer ---------------------------------------------------------------------------------------------------------------------- This “Jungle Book Indian Song and Stories - Unofficial” Alexa skill is intended for fun and entertainment purposes only. It contains audios in Indian local language ‘Hindi’. Users of this skill are fully aware of the local language and accepted to play the stories with their own knowledge and experience."
Dad Jokes,https://www.amazon.com/Yr-Dad-Jokes/dp/B088FFZ7DT/ref=sr_1_71?dchild=1&qid=1624575119&rnid=14284832011&s=alexa-skills&sr=1-71,They are funny!
Story of Veera,https://www.amazon.com/Narinder-Story-of-Veera/dp/B08C5FVQFW/ref=sr_1_60?dchild=1&qid=1624575118&rnid=14284832011&s=alexa-skills&sr=1-60,"Play an interactive prince and princess-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Happy one,https://www.amazon.com/Lucas-Happy-one/dp/B08K95K6VH/ref=sr_1_50?dchild=1&qid=1624575118&rnid=14284832011&s=alexa-skills&sr=1-50,"Celebrate mom with a list of awesome compliments. At any point, you can say ""Alexa, stop"" to exit the skill."
Mother's Day Card,https://www.amazon.com/Luis-Mothers-Day-Card/dp/B088FCRLB9/ref=sr_1_72?dchild=1&qid=1624575119&rnid=14284832011&s=alexa-skills&sr=1-72,Play a Mother's Day greeting card for a special Mom in your life. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Rocket Lift off,https://www.amazon.com/Connor-Travis-Vaughn-Rocket-Lift/dp/B088M6F7L7/ref=sr_1_69?dchild=1&qid=1624575119&rnid=14284832011&s=alexa-skills&sr=1-69,"Open the skill and ask Alexa for one of the pre-defined countdown timers. Alexa will read the into message and the countdown (10, 9, 8, ... 3, 2, 1), and then play a fun sound effect. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Whose Turn,https://www.amazon.com/Natali-Whose-Turn/dp/B088GWS78Q/ref=sr_1_70?dchild=1&qid=1624575119&rnid=14284832011&s=alexa-skills&sr=1-70,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Baby's Bedtime,https://www.amazon.com/BizzVoice-Babys-Bedtime/dp/B088PLYMVK/ref=sr_1_68?dchild=1&qid=1624575119&rnid=14284832011&s=alexa-skills&sr=1-68,"This skill reads a variety of bedtime stories, by either grandparent."
Who's next,https://www.amazon.com/Sarah-Trevino-Whos-next/dp/B0892T7FVB/ref=sr_1_67?dchild=1&qid=1624575119&rnid=14284832011&s=alexa-skills&sr=1-67,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Storyteller,https://www.amazon.com/Cedric-Kim-Storyteller/dp/B086KSYQRL/ref=sr_1_78?dchild=1&qid=1624575119&rnid=14284832011&s=alexa-skills&sr=1-78,Don't have time to tell bedtime stories to your children? Let Alexa do it with Storyteller Stories.
The Sun Sets,https://www.amazon.com/Noah-Omara-The-Sun-Sets/dp/B08959ZS3G/ref=sr_1_66?dchild=1&qid=1624575119&rnid=14284832011&s=alexa-skills&sr=1-66,"Listen to an interactive spooky story with sound effects and prompts. When you open the skill, Alexa asks for character names and other information to fill in the blanks. Get ready for laughs and giggles as your audience fills in the blanks and listens their customized story. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Gay Fairy Tale,https://www.amazon.com/Kimberly-McNeely-Gay-Fairy-Tale/dp/B085PQSN84/ref=sr_1_80?dchild=1&qid=1624575119&rnid=14284832011&s=alexa-skills&sr=1-80,A non-traditional LGBT friendly fairy tale for kids. Using Mario and Peach as the King and Queen.
Govinda chants,https://www.amazon.com/Deepak-J-Govinda-chants/dp/B086MJXDXH/ref=sr_1_77?dchild=1&qid=1624575119&rnid=14284832011&s=alexa-skills&sr=1-77,"Listen to the Govinda Namalu. You can pause and play by saying ""Alexa, pause"" and ""Alexa, resume."" Just say ""Alexa, stop"" when you're done ."
Indian Bangla Kids Stories and Rhymes,https://www.amazon.com/Indian-Bangla-Kids-Stories-Rhymes/dp/B086ZHL3N1/ref=sr_1_76?dchild=1&qid=1624575119&rnid=14284832011&s=alexa-skills&sr=1-76,"The wait is over, Bengali rhymes and stories, the most famous Panchatantra stories for Kids speaking Bengali is available now. Learn, Play and Enjoy Stories and Rhymes.  1 Udbiraal 2 Hatimatim Tim 3 Tiye  4 Teente Phoding  5 Tatir bari benger basha 6 Notun Notun  7 Kukur Bajaye Tumtumi  8 Khukon Khukon  9 Khoka Jabe 10 Ikdi Mikdi  11 Gorgorer Maa 12 Dool Dool Dool  13 Ata Gachey Tota Pakhi  14 Adur Badur Chalta Badur  15 Aaye Brishti and many more... Usage: Steps for using the skill: Session 1: User: Alexa, open bangla kids Alexa: Starting Bangla Kids Stories and Rhymes - <audio> - You can say, begin, to begin. User: Begin Alexa: This is Episode <number> <Alexa completes the story or user interruption> User: Alexa, next User: Alexa, stop User: Alexa, shuffle User: Alexa, next / previous User: Alexa, resume User: Alexa, start over User: Yes/No Session 2: User: Alexa, open bangla kids Alexa: <audio> You were listening to Episode <number>, Would you like to resume? User: No Alexa: <Alexa starts over to the first episode and you can ask Alexa to step forward by saying Alexa, next> You are listening to the Bangla Kids Stories and rhymes. You can say, Next or Previous to navigate through the playlist. At any time, you can say Pause to pause the audio and Resume to resume. Session 3: User: Help Alexa: You are listening to the Bangla Kids stories and rhymes. You can say, Next or Previous to navigate through the playlist. At any time, you can say Pause to pause the audio and Resume to resume. Thank You. ""The Skill responses in Bangla Audio of Indian State West Bengal."""
Personal Trainer,https://www.amazon.com/Elizabeth-Personal-Trainer/dp/B085X9363W/ref=sr_1_79?dchild=1&qid=1624575119&rnid=14284832011&s=alexa-skills&sr=1-79,"Work out with Alexa throughout the week. Once you open the skill, just ask Alexa to start the workout. You can also ask Alexa for your progress. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Video Game Smash,https://www.amazon.com/At-Home-Services-Inc-Video/dp/B087378H8T/ref=sr_1_75?dchild=1&qid=1624575119&rnid=14284832011&s=alexa-skills&sr=1-75,"Bentley will take you on a magical journey through the amazing world of video games. Be prepared to laugh, cry, and learn more about yourself than you would at a weekend retreat."
Whose Turn,https://www.amazon.com/Garrett-Whose-Turn/dp/B085L56H8W/ref=sr_1_81?dchild=1&qid=1624575121&rnid=14284832011&s=alexa-skills&sr=1-81,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Zindagi Shaan Se,https://www.amazon.com/Shantanu-Sunil-Saxenaa-Zindagi-Shaan/dp/B087N7LL18/ref=sr_1_74?dchild=1&qid=1624575119&rnid=14284832011&s=alexa-skills&sr=1-74,"In Zindagi Shaan se, I am bringing to you the stories from all around the world. Some which have been told and some which are not yet known. So, do tune in to listen to what's going to be your favorite podcast soon."
Chore chart,https://www.amazon.com/Mom-Chore-chart/dp/B0881LFP6N/ref=sr_1_73?dchild=1&qid=1624575119&rnid=14284832011&s=alexa-skills&sr=1-73,"Use this skill to keep track of chores that are assigned to each member of your household. You can ask Alexa to read the list of chores that are assigned to you each day, and you can log your chores as you complete them. Alexa automatically keeps score so you can complete with family members to see who finishes their chores first. Or last! The chore tracker automatically resets on Sunday each week. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer."
Ek bandar ne kholi dukan Indian rhyme,https://www.amazon.com/bandar-kholi-dukan-Indian-rhyme/dp/B0851ZLQ6J/ref=sr_1_89?dchild=1&qid=1624575121&rnid=14284832011&s=alexa-skills&sr=1-89,"Ek Bandar Ne Kholi Dukan"" is a Hindi Rhyme funny song. Enjoy Kids. We have updated the skill with a more smooth and fault-free experience. We are continuing the legacy of the previous skill with a more advanced and smooth voice experience. ek bandar ne kholi dukan Indian Rhyme will take you on an adventurous ride to the world of monkeys and their adventures. Whether it is time to sleep or dinner, play this rhyme for kids and your kid will love it. Steps for using the skill: Session 1: User: Alexa, open ek bandar Alexa: Starting ek bandar, you can say start or begin User: Start / Begin Alexa: Playing ek bandar User: Alexa, next User: Alexa, stop User: Alexa, shuffle User: Alexa, next / previous User: Alexa, resume User: Alexa, start over User: Yes/No Session 2: User: Alexa, open ek bandar Alexa: You were listening to ek bandar already, Would you like to resume? User: No Alexa: <Alexa starts over to play the audio from start> You are listening to the ek bandar rhyme. You can say, Next or Previous to navigate through the playlist. At any time, you can say Pause to pause the audio and Resume to resume. Session 3: User: Help Alexa: You are listening to the ek bandar. You can say, Next or Previous to navigate through the playlist. At any time, you can say Pause to pause the audio and Resume to resume. Once invoked, Alexa will automatically start the conversation and play the audio. Sit back, relax, and enjoy the rhyme of ek bandar. To start again on finishing one story, you can ask Alexa to open it again. When you reach the bottom of the playlist, try saying, Alexa, start over or Alexa, shuffle You can always pause, play, resume, start over, say next to play from start. The Alexa skill is specially designed for kids of age group 4-13 years old. For all users in India and the rest parts of the world, the skill responses in Hindi audio.  ---------------------------------------------------------------------------------------------------------------------- Disclaimer ---------------------------------------------------------------------------------------------------------------------- “Ek bandar ne kholi dukan Indian rhyme skill for Amazon Alexa” contains audio in Indian local language ‘Hindi’. Users of this skill are fully aware of the local language and accepted to play the poem with their own knowledge and experience."
How Many Days,https://www.amazon.com/Mountain-Oasis-How-Many-Days/dp/B0852L4TR5/ref=sr_1_88?dchild=1&qid=1624575121&rnid=14284832011&s=alexa-skills&sr=1-88,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Bandar mama pehen pyajama Indian rhyme,https://www.amazon.com/Bandar-pehen-pyajama-Indian-rhyme/dp/B0855QYXSJ/ref=sr_1_86?dchild=1&qid=1624575121&rnid=14284832011&s=alexa-skills&sr=1-86,"""Bandar Mama Pehen Pyjama"" is a Hindi Rhyme funny song. Enjoy Kids. We have updated the skill with a more smooth and fault-free experience. We are continuing the legacy of the previous skill with a more advanced and smooth voice experience. bandar mama will take you on an adventurous ride to the jungle. Whether it is time to sleep or dinner, play this rhyme for kids and your kid will love it. Steps for using the skill: Session 1: User: Alexa, open bandar mama Alexa: Starting bandar mama, you can say start or begin User: Start / Begin Alexa: Playing bandar mama User: Alexa, next User: Alexa, stop User: Alexa, shuffle User: Alexa, next / previous User: Alexa, resume User: Alexa, start over User: Yes/No Session 2: User: Alexa, open bandar mama Alexa: You were listening to bandar mama already, Would you like to resume? User: No Alexa: <Alexa starts over to play the audio from start> You are listening to the bandar mama stories. You can say, Next or Previous to navigate through the playlist. At any time, you can say Pause to pause the audio and Resume to resume. Session 3: User: Help Alexa: You are listening to the bandar mama. You can say, Next or Previous to navigate through the playlist. At any time, you can say Pause to pause the audio and Resume to resume. Once invoked, Alexa will automatically start the conversation and play the audio. Sit back, relax, and enjoy the rhyme of bandar mama. To start again on finishing one story, you can ask Alexa to open it again. When you reach the bottom of the playlist, try saying, Alexa, start over or Alexa, shuffle"
Luca and Lily's adventure story,https://www.amazon.com/Luca-and-Lilys-adventure-story/dp/B0857L43C6/ref=sr_1_85?dchild=1&qid=1624575121&rnid=14284832011&s=alexa-skills&sr=1-85,Play an interactive adventure-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Cheeze Burger joke,https://www.amazon.com/LJDC-Cheeze-Burger-joke/dp/B085C9HXS8/ref=sr_1_84?dchild=1&qid=1624575121&rnid=14284832011&s=alexa-skills&sr=1-84,"Try these lighthearted jokes to add more fun to your day. When using the skill, you can say ""Alexa, next"" to move to the next joke. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Jades inspired,https://www.amazon.com/Jades-Quots-inspired/dp/B0852Z4JL6/ref=sr_1_87?dchild=1&qid=1624575121&rnid=14284832011&s=alexa-skills&sr=1-87,"Start your day with an inspirational list of quotes. When using the skill, you can say ""Alexa, next"" to move to the next quote. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer."
Sleep Sound: Cars Racing Sound for Pre-k,https://www.amazon.com/Sleep-Sound-Cars-Racing-Pre-k/dp/B084BXLMFZ/ref=sr_1_96?dchild=1&qid=1624575121&rnid=14284832011&s=alexa-skills&sr=1-96,"Sleep Sound: Cars Racing Sound for Pre-k Sleep Sound: Cars Racing Sound for Pre-k is a skill simulates the sound of a cars racing for your Kids. You can say: ""Alexa, open Cars Racing Sound"" ""Alexa, start Cars Racing Sound"" ""Alexa, launch Cars Racing Sound"""
Sleep Sounds: Rain On Tent Campfire Sounds,https://www.amazon.com/Sleep-Sounds-Rain-Tent-Campfire/dp/B084D59NGB/ref=sr_1_95?dchild=1&qid=1624575121&rnid=14284832011&s=alexa-skills&sr=1-95,"Sleep Sounds: Rain On Tent Campfire Sounds Rain On Tent Campfire Sounds helps you sleep peacefully or block out unwanted noise at work or home. You'll be able to sleep better, stay focused, study without interruption, relax quickly, meditate more effectively, and get your baby to go to sleep faster!"
Sleep Sounds: Tibetan Bowls,https://www.amazon.com/ganduss-works-Sleep-Sounds-Tibetan/dp/B084HFWS2J/ref=sr_1_93?dchild=1&qid=1624575121&rnid=14284832011&s=alexa-skills&sr=1-93,"Sleep Sounds: Tibetan Bowls Tibetan Bowls helps you sleep peacefully or block out unwanted noise at work or home. You'll be able to sleep better, stay focused, study without interruption, relax quickly, meditate more effectively, and get your baby to go to sleep faster!"
Sleep Sounds: Womb Sounds,https://www.amazon.com/ganduss-works-Sleep-Sounds-Womb/dp/B084H714Q8/ref=sr_1_94?dchild=1&qid=1624575121&rnid=14284832011&s=alexa-skills&sr=1-94,"Sleep Sounds: Womb Sounds Womb Sounds helps you sleep peacefully or block out unwanted noise at work or home. You'll be able to sleep better, stay focused, study without interruption, relax quickly, meditate more effectively, and get your baby to go to sleep faster!"
Sleep Sounds: Pink Noise,https://www.amazon.com/Muba-llc-Sleep-Sounds-Noise/dp/B084MDXTTL/ref=sr_1_92?dchild=1&qid=1624575121&rnid=14284832011&s=alexa-skills&sr=1-92,"Sleep Sounds: Pink Noise Pink Noise plays ambient sounds to help you sleep, relax, meditate, relieve stress, or block out unwanted noise."
Valentine's Greeting,https://www.amazon.com/Ethangeldhauser-Valentines-Greeting/dp/B084NY42N2/ref=sr_1_91?dchild=1&qid=1624575121&rnid=14284832011&s=alexa-skills&sr=1-91,Play a Valentine's Day greeting card for your loved one. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Elephant Sounds,https://www.amazon.com/Muba-llc-Elephant-Sounds/dp/B084V1RWLP/ref=sr_1_90?dchild=1&qid=1624575121&rnid=14284832011&s=alexa-skills&sr=1-90,Elephant Sounds Have Alexa give you an elephant sound to brighten up your day!
Whose Turn,https://www.amazon.com/Karmen-Whose-Turn/dp/B085CCXCCJ/ref=sr_1_83?dchild=1&qid=1624575121&rnid=14284832011&s=alexa-skills&sr=1-83,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Chore chart,https://www.amazon.com/ISGToxic-Chore-chart/dp/B085CGV792/ref=sr_1_82?dchild=1&qid=1624575121&rnid=14284832011&s=alexa-skills&sr=1-82,"Use this skill to keep track of chores that are assigned to each member of your household. You can ask Alexa to read the list of chores that are assigned to you each day, and you can log your chores as you complete them. Alexa automatically keeps score so you can complete with family members to see who finishes their chores first. Or last! The chore tracker automatically resets on Sunday each week. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer."
Whose Turn,https://www.amazon.com/Ruby-Whose-Turn/dp/B082ZHBP2Q/ref=sr_1_106?dchild=1&qid=1624575123&rnid=14284832011&s=alexa-skills&sr=1-106,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
World's Best Dad,https://www.amazon.com/Ashley-Worlds-Best-Dad/dp/B082YVYN1N/ref=sr_1_107?dchild=1&qid=1624575123&rnid=14284832011&s=alexa-skills&sr=1-107,"Surprise your dad with an assortment of compliments. Simply say, ""Alexa, open World's Best Dad."" This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Whose Turn,https://www.amazon.com/Holly-Whose-Turn/dp/B08314Z5FW/ref=sr_1_105?dchild=1&qid=1624575123&rnid=14284832011&s=alexa-skills&sr=1-105,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
UnpauseIt Podcast,https://www.amazon.com/UnpauseIt-Podcast/dp/B083BGRQHZ/ref=sr_1_102?dchild=1&qid=1624575123&rnid=14284832011&s=alexa-skills&sr=1-102,"UnpauseIt Podcast is a family of geeks - a dad, a mom, a son, and a daughter - who are here to review and rate today's entertainment for your family! UnpauseIt reviews movies, shows, video games, events, and experiences so your whole family can have a solid idea of how to enjoy life together.  Listen to our podcast reviews, and also check out our website for reviews, ratings, and lists at www.unpauseit.show. We'll also take your suggestions and recommendations for what you'd like us to try!"
How Many Days,https://www.amazon.com/Lesia-How-Many-Days/dp/B0834KF6ZH/ref=sr_1_103?dchild=1&qid=1624575123&rnid=14284832011&s=alexa-skills&sr=1-103,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
New year Countdown,https://www.amazon.com/Kev-New-year-Countdown/dp/B0831KQCVT/ref=sr_1_104?dchild=1&qid=1624575123&rnid=14284832011&s=alexa-skills&sr=1-104,"Open the skill and ask Alexa for one of the pre-defined countdown timers. Alexa will read the into message and the countdown (10, 9, 8, ... 3, 2, 1), and then play a fun sound effect. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Dad's Story,https://www.amazon.com/Ali-Anb-Dads-Story/dp/B083R7J2WW/ref=sr_1_101?dchild=1&qid=1624575123&rnid=14284832011&s=alexa-skills&sr=1-101,Listen to a personalized story that's all about dad and narrated by Alexa.
Pick someonewhose turn,https://www.amazon.com/Preet-Pick-someonewhose-turn/dp/B082H9KV9G/ref=sr_1_112?dchild=1&qid=1624575123&rnid=14284832011&s=alexa-skills&sr=1-112,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
