skill_name,skill_link,skill_description
Country Quiz,https://www.amazon.com/Rebecca-Aleck-Country-Quiz/dp/B08LPH3598/ref=sr_1_183?dchild=1&qid=1624647509&rnid=14284832011&s=alexa-skills&sr=1-183,"Play an interesting game of quiz with Alexa. While playing the quiz, you can say ""Alexa, next"" to move to the next question. At any point, you can say ""Alexa, stop"" to exit the quiz. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
KidKraft 2-in-1 Kitchen & Market,https://www.amazon.com/Creativity-Inc-KidKraft-2-in-1-Kitchen/dp/B08LYLXF4Q/ref=sr_1_179?dchild=1&qid=1624647509&rnid=14284832011&s=alexa-skills&sr=1-179,"Imagination meets innovation with the KidKraft 2-in-1 Kitchen & Market skill for Amazon Alexa (parental consent required). On one side, kids can learn to shop in the market with self-checkout, working smart scanner, bagging area, cash and drawer, storage shelves and freezer. On the other side, kids can cook in the lights and sounds kitchen, which includes fridge, freezer, sink, smart faucet, smart stovetop, smart oven, smart cutting board, microwave, storage hooks, chalkboard sign, storage shelves, utensils, plates, smart pot and pan. There are 34 interactive food items plus pot and pan that interact with the stove, cutting board and checkout scanner through built-in sensors. With 360˚ play for multiple kids and realistic kitchen and market sounds, the fun is magical, inspirational and unlike anything seen before. Once enabled, the KidKraft skill for Alexa will only respond when one of the RFID sensors are triggered in the kitchen or market. This skill will also respond to other inputs such as the stove/oven, faucet, oven door, game buttons and recipe cards."
Whose Turn,https://www.amazon.com/Madison-rininger-Whose-Turn/dp/B08L9H3XN2/ref=sr_1_192?dchild=1&qid=1624647509&rnid=14284832011&s=alexa-skills&sr=1-192,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Whose Turn,https://www.amazon.com/Whos-turn-Whose-Turn/dp/B08LZCV6K9/ref=sr_1_178?dchild=1&qid=1624647509&rnid=14284832011&s=alexa-skills&sr=1-178,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Dad Jokes,https://www.amazon.com/Rebecca-Aleck-Dad-Jokes/dp/B08LQH4KR6/ref=sr_1_180?dchild=1&qid=1624647509&rnid=14284832011&s=alexa-skills&sr=1-180,"Ask Alexa to tell you corny Dad jokes when you need a laugh. When using the skill, you can say ""Alexa, next"" to move to the next joke. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Whose Turn,https://www.amazon.com/Sarai-Whose-Turn/dp/B08LH4CC7V/ref=sr_1_190?dchild=1&qid=1624647509&rnid=14284832011&s=alexa-skills&sr=1-190,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Whose Turn,https://www.amazon.com/Lavanyaa-Whose-Turn/dp/B08LDQDV81/ref=sr_1_191?dchild=1&qid=1624647509&rnid=14284832011&s=alexa-skills&sr=1-191,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Legal Fiction,https://www.amazon.com/Dayne-Johnson-Legal-Fiction/dp/B08LLBMGWX/ref=sr_1_188?dchild=1&qid=1624647509&rnid=14284832011&s=alexa-skills&sr=1-188,Alexa quizzes you on trivia topics. Provide the answer and try to achieve a high score. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Simple present now,https://www.amazon.com/ACTIVE-ENGLISH-KIDS-Simple-present/dp/B08LH8KCVW/ref=sr_1_189?dchild=1&qid=1624647509&rnid=14284832011&s=alexa-skills&sr=1-189,Provide answers to common workplace questions
Surprise Surprise!,https://www.amazon.com/Lakshmi-Priya-Surprise/dp/B08LNMR5GC/ref=sr_1_186?dchild=1&qid=1624647509&rnid=14284832011&s=alexa-skills&sr=1-186,"Imagination is key for creativity and let's unbox a mystery toy and try make it more fun by getting into action by playing Surprise Surprise.  Surprise Surprise! helps making choices, sparks imagination, improves listening skills and encourages pretend play as well as get as some movements by using only your voice and listening, without any visual aids.  It's so simple to see what's inside the mystery box just by Voice!! Remember, Get ready to move or do pretend play and have fun with some of our all-time favorite imaginary toys! Intentionally created with no Visuals for enhancing listening skills rather than tap one mystery box! More you listen, More you respond, More fun it would be! Just give it a try by, # ""Enable the Skill, ""Surprise Surprise"" in your Alexa Devices. # Just Say... ""Alexa, Open Surprise Surprise!"" That's it! You are all Done! Now you can make your choices and open your imaginary toy box just by saying!  Kindly leave your ratings and reviews and feedback, which would be helpful in shaping ""Surprise Surprise!""  Would love to hear which imaginary toys/pretend plays you loved and what else you wish to add on!  You could also share with your friends and family!"
San Francisco Quiz,https://www.amazon.com/Rebecca-Aleck-San-Francisco-Quiz/dp/B08LNM88V8/ref=sr_1_187?dchild=1&qid=1624647509&rnid=14284832011&s=alexa-skills&sr=1-187,"Play an interesting game of quiz with Alexa. While playing the quiz, you can say ""Alexa, next"" to move to the next question. At any point, you can say ""Alexa, stop"" to exit the quiz. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
New Country Quiz,https://www.amazon.com/Rebecca-Aleck-New-Country-Quiz/dp/B08LNQXGL2/ref=sr_1_185?dchild=1&qid=1624647509&rnid=14284832011&s=alexa-skills&sr=1-185,"Play an interesting game of quiz with Alexa. While playing the quiz, you can say ""Alexa, next"" to move to the next question. At any point, you can say ""Alexa, stop"" to exit the quiz. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Rocker Guesser,https://www.amazon.com/Matthew-Gaming-Rocker-Guesser/dp/B08LNT2GT8/ref=sr_1_184?dchild=1&qid=1624647509&rnid=14284832011&s=alexa-skills&sr=1-184,How many things in a category can you name? Alexa quizzes you on items in a category that start with a certain letter. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Whose Turn,https://www.amazon.com/Genew-Whose-Turn/dp/B08K96BFC5/ref=sr_1_203?dchild=1&qid=1624647511&rnid=14284832011&s=alexa-skills&sr=1-203,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Quién va,https://www.amazon.com/Maximo-Alm%C3%A1nzar-Whos-going/dp/B08L9CCTG7/ref=sr_1_193?dchild=1&qid=1624647511&rnid=14284832011&s=alexa-skills&sr=1-193,"La próxima vez que estés tratando de decidir a quién le toca escoger algo o hacer alguna tarea, solo pídele a Alexa que te ayude. Por ejemplo, si estás tratando de decidir a quién le toca escoger una película en una noche de película, Alexa puede seleccionar al azar el nombre de alguien de la lista. O si estás tratando de decidir quién debe sacar la basura, ¡Alexa también puede ayudar con eso!"
Whose Turn,https://www.amazon.com/Charlee-Albertson-Whose-Turn/dp/B08KGNHHCD/ref=sr_1_202?dchild=1&qid=1624647511&rnid=14284832011&s=alexa-skills&sr=1-202,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Football Trivia Game,https://www.amazon.com/Rentylo-Football-Trivia-Game/dp/B08KGRB8WL/ref=sr_1_201?dchild=1&qid=1624647511&rnid=14284832011&s=alexa-skills&sr=1-201,"Football is one of the popular games and it is played by approx. over 250 million players in over 200 nations. It has the highest television audience in sports. Here, we are giving 20 GK Questions and Answers on Football in the form of multiple choice question for amateur and sports lovers."
Whose Turn,https://www.amazon.com/Madame-Zenobia-Whose-Turn/dp/B08JKP5471/ref=sr_1_206?dchild=1&qid=1624647511&rnid=14284832011&s=alexa-skills&sr=1-206,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Aryan story,https://www.amazon.com/Dada-Aryan-story/dp/B08JQRRTB9/ref=sr_1_205?dchild=1&qid=1624647511&rnid=14284832011&s=alexa-skills&sr=1-205,"Listen to this interactive story with a timeless lesson. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Whose Turn,https://www.amazon.com/Mommy-Whose-Turn/dp/B08K3WGJYM/ref=sr_1_204?dchild=1&qid=1624647511&rnid=14284832011&s=alexa-skills&sr=1-204,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Whose Turn,https://www.amazon.com/Mathew-Whose-Turn/dp/B08KGSVMGJ/ref=sr_1_200?dchild=1&qid=1624647511&rnid=14284832011&s=alexa-skills&sr=1-200,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Fast Game,https://www.amazon.com/Charlie-Merlo-Fast-Game/dp/B08KHR9TTV/ref=sr_1_199?dchild=1&qid=1624647511&rnid=14284832011&s=alexa-skills&sr=1-199,"Players have 10 seconds to name 5 things in a category. A judge then scores their responses. Grab some friends and family, and get ready to think fast. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Animal of the Day,https://www.amazon.com/Matchbox-io-Animal-of-the-Day/dp/B08KWGLGXF/ref=sr_1_197?dchild=1&qid=1624647511&rnid=14284832011&s=alexa-skills&sr=1-197,"Designed for ages 5-18, Animal of the Day is a fun way to test your knowledge about creatures from around the world, while learning something new every day. Perfect for family time! Pick from four different levels: Easy, Medium, Hard, or Impossible. Listen to the clue, receive a hint if you’d like, and then take your guess. Afterwards, you’ll hear some interesting facts about that day’s animal. There is a brand new animal every day and, if you guess correctly from a variety of clues, you can add to your collection of animals!"
Cloudy with a Chance of Meatballs: Foodimals,https://www.amazon.com/Sony-Pictures-Television-Cloudy-Meatballs/dp/B08KLJBPFZ/ref=sr_1_198?dchild=1&qid=1624647511&rnid=14284832011&s=alexa-skills&sr=1-198,"Welcome to the world of Sony Pictures Animation's Cloudy with a Chance of Meatballs! Inventor Flint Lockwood’s food-generating machine has gone haywire creating new animals made of food! These new “Foodimal” pets need your help and support. Check in each day to feed your pet, teach it tricks, and play activities.  Adopt a Foodimal today! To start your adoption process just say, “Alexa open Foodimals.” The Cloudy with A Chance of Meatballs: Foodimals game is for kids and fans aged 6+. --------------------------------------------------------------------------------------------------------- This skill requires Alexa’s parental consent by an adult in the household (if not already granted). Visit https://www.amazon.com/myh/vpc/intro?clientId=Alexa_rw_vpc to give consent through your Amazon account.  Voice purchase settings are available in your Alexa App.  NOTE: Disabling the skill will cause you to lose your game progress. TM & © 2020 SONY PICTURES ANIMATION. ALL RIGHTS RESERVED."
Pick one,https://www.amazon.com/David-Potter-Pick-one/dp/B08KY5QZ89/ref=sr_1_195?dchild=1&qid=1624647511&rnid=14284832011&s=alexa-skills&sr=1-195,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
My Name picker,https://www.amazon.com/Mathew-My-Name-picker/dp/B08KY52ZZK/ref=sr_1_196?dchild=1&qid=1624647511&rnid=14284832011&s=alexa-skills&sr=1-196,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Carter's game show,https://www.amazon.com/Carters-skills-game-show/dp/B08JGBJ5R3/ref=sr_1_208?dchild=1&qid=1624647511&rnid=14284832011&s=alexa-skills&sr=1-208,"Buzz in with Echo Buttons in this fun trivia game show. This game requires at least 2 Echo Buttons. Echo Buttons offer a new way to play game skills through your compatible Echo device. To learn more just ask ""Alexa, what are Echo Buttons?""    Get two to four contestants together to star in this game show! In each round, Alexa will ask a question. Players will buzz in with their Echo Buttons to answer. As you play, Alexa will let you know if you're right or wrong and track your score. The contestant with the most correct answers wins!   While playing, you can say ""Alexa, repeat that"" to hear Alexa read the question again. You can also say, ""Alexa, what are the scores?"" to hear a score report. You can say, ""Alexa, help!"" to hear about what you can do next. You can say, ""Alexa, start over"" if you want to abandon the current game and pick up from the beginning. At any time you can say, ""Alexa, stop"" to halt the current game. If you had already started a game, Alexa will remember where you stopped and pick back up from the last question asked, when you next launch the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Clarks House,https://www.amazon.com/Jada-Clark-Clarks-House/dp/B08JH5LP82/ref=sr_1_207?dchild=1&qid=1624647511&rnid=14284832011&s=alexa-skills&sr=1-207,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Who's next,https://www.amazon.com/Sonya-Whos-next/dp/B08L8YDD8L/ref=sr_1_194?dchild=1&qid=1624647511&rnid=14284832011&s=alexa-skills&sr=1-194,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Whose Turn,https://www.amazon.com/Maurice-Whose-Turn/dp/B08GSM8GG4/ref=sr_1_218?dchild=1&qid=1624647513&rnid=14284832011&s=alexa-skills&sr=1-218,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
How Many Days,https://www.amazon.com/DomenicFurfaro-How-Many-Days/dp/B08JFW79K7/ref=sr_1_209?dchild=1&qid=1624647513&rnid=14284832011&s=alexa-skills&sr=1-209,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Whose Turn,https://www.amazon.com/Kristen-Whose-Turn/dp/B08H8DR5X3/ref=sr_1_216?dchild=1&qid=1624647513&rnid=14284832011&s=alexa-skills&sr=1-216,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Name It,https://www.amazon.com/Name-It-Inc/dp/B08GSPJ6KP/ref=sr_1_217?dchild=1&qid=1624647513&rnid=14284832011&s=alexa-skills&sr=1-217,"Players have 10 seconds to name 5 things in a category. A judge then scores their responses. Grab some friends and family, and get ready to think fast. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Cuántos días,https://www.amazon.com/Dani-How-many-days/dp/B08HDJ99JQ/ref=sr_1_215?dchild=1&qid=1624647513&rnid=14284832011&s=alexa-skills&sr=1-215,Abre la skill y Alexa te dirá automáticamente cuántos días faltan para todos tus eventos próximos. Alexa también puede recordarte la fecha exacta de eventos específicos. Esta skill se creó usando un Skill Blueprint. Tus solicitudes para esta skill no se comparten con el desarrollador de la skill.
Quién le toca,https://www.amazon.com/Juan-Pablo-Reinoso-Who-touches/dp/B08HDJNJ83/ref=sr_1_214?dchild=1&qid=1624647513&rnid=14284832011&s=alexa-skills&sr=1-214,"La próxima vez que estés tratando de decidir a quién le toca escoger algo o hacer alguna tarea, solo pídele a Alexa que te ayude. Por ejemplo, si estás tratando de decidir a quién le toca escoger una película en una noche de película, Alexa puede seleccionar al azar el nombre de alguien de la lista. O si estás tratando de decidir quién debe sacar la basura, ¡Alexa también puede ayudar con eso!"
Pets Inspiration,https://www.amazon.com/Cerner-Pets-Inspiration/dp/B08HVSJ842/ref=sr_1_211?dchild=1&qid=1624647513&rnid=14284832011&s=alexa-skills&sr=1-211,"Start your day with an inspirational list of quotes. When using the skill, you can say ""Alexa, next"" to move to the next quote. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer."
Quién le toca,https://www.amazon.com/Noeli-Who-touches-him/dp/B08HVMFLPL/ref=sr_1_212?dchild=1&qid=1624647513&rnid=14284832011&s=alexa-skills&sr=1-212,"La próxima vez que estés tratando de decidir a quién le toca escoger algo o hacer alguna tarea, solo pídele a Alexa que te ayude. Por ejemplo, si estás tratando de decidir a quién le toca escoger una película en una noche de película, Alexa puede seleccionar al azar el nombre de alguien de la lista. O si estás tratando de decidir quién debe sacar la basura, ¡Alexa también puede ayudar con eso!"
Toca eso ahora,https://www.amazon.com/Rosa-Play-that-now/dp/B08HDN82S1/ref=sr_1_213?dchild=1&qid=1624647513&rnid=14284832011&s=alexa-skills&sr=1-213,"La próxima vez que estés tratando de decidir a quién le toca escoger algo o hacer alguna tarea, solo pídele a Alexa que te ayude. Por ejemplo, si estás tratando de decidir a quién le toca escoger una película en una noche de película, Alexa puede seleccionar al azar el nombre de alguien de la lista. O si estás tratando de decidir quién debe sacar la basura, ¡Alexa también puede ayudar con eso!"
The Golden Knight,https://www.amazon.com/Alexander-Andruch-The-Golden-Knight/dp/B08G3Z965R/ref=sr_1_224?dchild=1&qid=1624647513&rnid=14284832011&s=alexa-skills&sr=1-224,"Play an interactive prince and princess-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Sky Kingdom Family,https://www.amazon.com/Kiara-Aahana-Sky-Kingdom-Family/dp/B08HVT4SMC/ref=sr_1_210?dchild=1&qid=1624647513&rnid=14284832011&s=alexa-skills&sr=1-210,"Play an interactive prince and princess-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Five Item Hunt,https://www.amazon.com/Siya-Five-Item-Hunt/dp/B08G4ZBVVX/ref=sr_1_223?dchild=1&qid=1624647513&rnid=14284832011&s=alexa-skills&sr=1-223,"Players have 10 seconds to name 5 things in a category. A judge then scores their responses. Grab some friends and family, and get ready to think fast. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
When is Christmas,https://www.amazon.com/Ro-news-When-is-Christmas/dp/B08G532PGH/ref=sr_1_222?dchild=1&qid=1624647513&rnid=14284832011&s=alexa-skills&sr=1-222,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Whose Turn,https://www.amazon.com/Kat-Whose-Turn/dp/B08GQ5C5YP/ref=sr_1_220?dchild=1&qid=1624647513&rnid=14284832011&s=alexa-skills&sr=1-220,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Choose Who,https://www.amazon.com/Lee-Choose-Who/dp/B08GFN6LZQ/ref=sr_1_221?dchild=1&qid=1624647513&rnid=14284832011&s=alexa-skills&sr=1-221,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Whose Turn,https://www.amazon.com/Crison-Whose-Turn/dp/B08GQS2QC6/ref=sr_1_219?dchild=1&qid=1624647513&rnid=14284832011&s=alexa-skills&sr=1-219,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Fairy tail,https://www.amazon.com/Momma-Fairy-tail/dp/B08FXKXZ6L/ref=sr_1_228?dchild=1&qid=1624647515&rnid=14284832011&s=alexa-skills&sr=1-228,"Play an interactive prince and princess-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Whose Turn,https://www.amazon.com/Andy-Whose-Turn/dp/B08FXMN297/ref=sr_1_225?dchild=1&qid=1624647515&rnid=14284832011&s=alexa-skills&sr=1-225,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Whose Turn,https://www.amazon.com/Dad-Whose-Turn/dp/B08FXJVMKP/ref=sr_1_230?dchild=1&qid=1624647515&rnid=14284832011&s=alexa-skills&sr=1-230,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
sagar birthday,https://www.amazon.com/sagar-birthday/dp/B08FXJ87WR/ref=sr_1_231?dchild=1&qid=1624647515&rnid=14284832011&s=alexa-skills&sr=1-231,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Aliens are here,https://www.amazon.com/Leonardo-Canepa-Aliens-are-here/dp/B08FXK746M/ref=sr_1_229?dchild=1&qid=1624647515&rnid=14284832011&s=alexa-skills&sr=1-229,Play an interactive science fiction-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Turn choose,https://www.amazon.com/Divyam-Turn-choose/dp/B08FXLCDHD/ref=sr_1_227?dchild=1&qid=1624647515&rnid=14284832011&s=alexa-skills&sr=1-227,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Best Friend,https://www.amazon.com/Yr-Best-Friend/dp/B08FXLKSB6/ref=sr_1_226?dchild=1&qid=1624647515&rnid=14284832011&s=alexa-skills&sr=1-226,"In this birthday party game, Alexa quizzes players on how well they know the birthday boy or girl. The birthday boy or girl judges the responses. This skill was created using a Skill Blueprint. Any information you provide to this skill is not shared with the skill developer."
Random Picker,https://www.amazon.com/Cobblerto-Random-Picker/dp/B08FT43XKK/ref=sr_1_240?dchild=1&qid=1624647515&rnid=14284832011&s=alexa-skills&sr=1-240,"Next time you're trying to make a difficult decision, just ask Alexa for help. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Choose a name,https://www.amazon.com/Tarun-Chhabra-Choose-a-name/dp/B08FT5X96V/ref=sr_1_239?dchild=1&qid=1624647515&rnid=14284832011&s=alexa-skills&sr=1-239,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
The gamer quiz,https://www.amazon.com/Talon-The-gamer-quiz/dp/B08FWVL8GL/ref=sr_1_237?dchild=1&qid=1624647515&rnid=14284832011&s=alexa-skills&sr=1-237,There's different Zelda things your quized on
How Many Days,https://www.amazon.com/Patrick-How-Many-Days/dp/B08FT6VZBB/ref=sr_1_238?dchild=1&qid=1624647515&rnid=14284832011&s=alexa-skills&sr=1-238,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Who's next,https://www.amazon.com/Pulkit-Whos-next/dp/B08FX1CMFT/ref=sr_1_236?dchild=1&qid=1624647515&rnid=14284832011&s=alexa-skills&sr=1-236,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
The Fortune Teller,https://www.amazon.com/Reid-hayes-The-Fortune-Teller/dp/B08FX67X7X/ref=sr_1_234?dchild=1&qid=1624647515&rnid=14284832011&s=alexa-skills&sr=1-234,"Ask Alexa for your fortune any time, and she'll read a randomly-selected response. You can ask for your fortune as often as you want. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
name the person,https://www.amazon.com/BaronGale-name-the-person/dp/B08FX1FNM7/ref=sr_1_235?dchild=1&qid=1624647515&rnid=14284832011&s=alexa-skills&sr=1-235,"Buzz in with Echo Buttons in this fun trivia game show. This game requires at least 2 Echo Buttons. Echo Buttons offer a new way to play game skills through your compatible Echo device. To learn more just ask ""Alexa, what are Echo Buttons?""    Get two to four contestants together to star in this game show! In each round, Alexa will ask a question. Players will buzz in with their Echo Buttons to answer. As you play, Alexa will let you know if you're right or wrong and track your score. The contestant with the most correct answers wins!   While playing, you can say ""Alexa, repeat that"" to hear Alexa read the question again. You can also say, ""Alexa, what are the scores?"" to hear a score report. You can say, ""Alexa, help!"" to hear about what you can do next. You can say, ""Alexa, start over"" if you want to abandon the current game and pick up from the beginning. At any time you can say, ""Alexa, stop"" to halt the current game. If you had already started a game, Alexa will remember where you stopped and pick back up from the last question asked, when you next launch the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Beach Day,https://www.amazon.com/Gayathri-Venkatachalapathi-Beach-Day/dp/B08FXGMS29/ref=sr_1_232?dchild=1&qid=1624647515&rnid=14284832011&s=alexa-skills&sr=1-232,Play an interactive adventure-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Magical spirit orb,https://www.amazon.com/Reid-hayes-Magical-spirit-orb/dp/B08FXDS38H/ref=sr_1_233?dchild=1&qid=1624647515&rnid=14284832011&s=alexa-skills&sr=1-233,"Ask Alexa yes/no questions any time, and she'll provide a randomly-selected response (some variation of yes, no, or maybe). You can ask as many questions as you want as often as you want. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Whose game,https://www.amazon.com/Taylor-Whose-game/dp/B08FSZ98SY/ref=sr_1_241?dchild=1&qid=1624647517&rnid=14284832011&s=alexa-skills&sr=1-241,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Whose Turn,https://www.amazon.com/Angela-Taylor-Whose-Turn/dp/B08FJ1GZ9X/ref=sr_1_247?dchild=1&qid=1624647517&rnid=14284832011&s=alexa-skills&sr=1-247,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
