skill_name,skill_link,skill_description
Color Picker,https://www.amazon.com/MxMD-Color-Picker/dp/B087R4K5BN/ref=sr_1_416?dchild=1&qid=1624647182&rnid=14284832011&s=alexa-skills&sr=1-416,This skill allow someone to tell Alexa his favorite color so Alexa will remember
Social Stories (Creating a Story),https://www.amazon.com/Social-Stories-Creating-a-Story/dp/B087TKX7RJ/ref=sr_1_415?dchild=1&qid=1624647182&rnid=14284832011&s=alexa-skills&sr=1-415,"In Social Stories, kids take turns making a story with a robot. Not only do kids learn about the different parts of a story but they also practice taking turns in a fun, engaging way - without a screen! At the end of the story, the robot plays back the entire story for everyone to enjoy! To create a new story, just say, “new story.” About SayKid SayKid has developed the world's 1st screen-less, play-based learning platform. By combining voice technology and real-world, tangible play, we help families learn together in a safe, natural, and engaging way - without screens!  Search ""SayKid"" on the Alexa Skill Store for additional learning experiences.  Please feel free to send feedback to maria@saykid.com. If you found the skill helpful, we greatly appreciate reviews! Awards - SayKid named Finalist in the Alexa EdTech Competition  - Harvard names SayKid a Finalist in the Saul Zaentz Early Education Competition - SayKid wins MN Cup ""Moonshot"" Prize at US Bank Stadium"
How Many Days,https://www.amazon.com/Baz-How-Many-Days/dp/B087YCG8C2/ref=sr_1_414?dchild=1&qid=1624647182&rnid=14284832011&s=alexa-skills&sr=1-414,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Prize Closet,https://www.amazon.com/Brainspray-Prize-Closet/dp/B087ZK4WNM/ref=sr_1_412?dchild=1&qid=1624647182&rnid=14284832011&s=alexa-skills&sr=1-412,"If you and your child have completed enough Math Hack lessons, it's time for you to take a Prize Closet challenge.    The Prize Closet challenge in Math Hack is not a typical ""quiz"", because the questions are designed to balance math problems you are nearly certain your child can answer (one third of the questions), another third of the questions are problems they seem to be gaining proficiency in and the final third are truly challenging questions.   This is a great opportunity for you to reinforce math skills that require practice, help your child reinforce some nearly acquired math skills and assess how close they are to future math concepts.   Most of all, this is a fun and safe environment to introduce your child to the reality that both familiar and new math problems can be solved correctly using different methods.   As your child gores beyond learning their 81 addition facts much sooner than the national average, it's a great time to transition into multiplication and exponents.  Their age doesn't matter (this sample prize closet was successfully completed by a child just before their fourth birthday."
Solar System Quiz,https://www.amazon.com/Arushi-Aggarwal-Solar-System-Quiz/dp/B087Z29KYH/ref=sr_1_413?dchild=1&qid=1624647182&rnid=14284832011&s=alexa-skills&sr=1-413,"Play an interesting game of Solar System quiz with Alexa. While playing the quiz, you can say ""Alexa, next"" to move to the next question. At any point, you can say ""Alexa, stop"" to exit the quiz. The questions range in difficulty from easy to hard and will help you learn some basic facts about the solar system."
feet feet,https://www.amazon.com/Jon-feet/dp/B087ZYHV9S/ref=sr_1_411?dchild=1&qid=1624647182&rnid=14284832011&s=alexa-skills&sr=1-411,"Play an interesting game of quiz with Alexa. While playing the quiz, you can say ""Alexa, next"" to move to the next question. At any point, you can say ""Alexa, stop"" to exit the quiz. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Whose Turn,https://www.amazon.com/Mikayla-Whose-Turn/dp/B08835CLF5/ref=sr_1_405?dchild=1&qid=1624647182&rnid=14284832011&s=alexa-skills&sr=1-405,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Random picker,https://www.amazon.com/Treats-to-paws-Random-picker/dp/B087HLZKSC/ref=sr_1_423?dchild=1&qid=1624647184&rnid=14284832011&s=alexa-skills&sr=1-423,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to load the dishwasher or empty the trash, Alexa can help with that."
Math Dojo,https://www.amazon.com/jwei-Math-Dojo/dp/B087DZ1Y6S/ref=sr_1_424?dchild=1&qid=1624647184&rnid=14284832011&s=alexa-skills&sr=1-424,"Try your mental jujitsu on the 10 arithmetic problems this skill will throw at you! Karate chop some addition, subtraction, multiplication, or division problems in the Math Dojo. Improve your roundhouse technique on specific tables."
Whose Turn,https://www.amazon.com/Bash-Whose-Turn/dp/B087M7M8LZ/ref=sr_1_421?dchild=1&qid=1624647184&rnid=14284832011&s=alexa-skills&sr=1-421,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Whose turn,https://www.amazon.com/Damien-Reamer-Whose-turn/dp/B087NCCJQY/ref=sr_1_420?dchild=1&qid=1624647184&rnid=14284832011&s=alexa-skills&sr=1-420,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Fact Fact False,https://www.amazon.com/Josephine-Meehan-Fact-False/dp/B087KXHN1F/ref=sr_1_422?dchild=1&qid=1624647184&rnid=14284832011&s=alexa-skills&sr=1-422,Alexa quizzes you on trivia topics. Provide the answer and try to achieve a high score. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Birthday skill,https://www.amazon.com/Keith-H-Birthday-skill/dp/B087Q6Y4D4/ref=sr_1_418?dchild=1&qid=1624647184&rnid=14284832011&s=alexa-skills&sr=1-418,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Chore chart,https://www.amazon.com/Ty-Chore-chart/dp/B087Q8VSQY/ref=sr_1_417?dchild=1&qid=1624647184&rnid=14284832011&s=alexa-skills&sr=1-417,"Use this skill to keep track of chores that are assigned to each member of your household. You can ask Alexa to read the list of chores that are assigned to you each day, and you can log your chores as you complete them. Alexa automatically keeps score so you can complete with family members to see who finishes their chores first. Or last! The chore tracker automatically resets on Sunday each week. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer."
My Flashcards,https://www.amazon.com/Dashia-My-Flashcards/dp/B087Q6QC9M/ref=sr_1_419?dchild=1&qid=1624647184&rnid=14284832011&s=alexa-skills&sr=1-419,"Alexa can help you learn new topics or study for your test. You can review the flash cards and then test your knowledge. At any point you can say ""Alexa, review mode"" to switch to review or say ""Alexa, test mode"" to start a test. You can say ""Alexa, next"" to move to the next card. At any point during the test, you can say ""Alexa, what's my score"" to get your current test score. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer."
Drawing Game (Using Writing Tools),https://www.amazon.com/Drawing-Game-Using-Writing-Tools/dp/B0876XT58D/ref=sr_1_432?dchild=1&qid=1624647184&rnid=14284832011&s=alexa-skills&sr=1-432,"Uh oh! Our favorite robot forgot the names of certain pictures. Families play together by drawing pictures to help our robot remember pictures (and gain practice using writing tools) in a fun, engaging way. The Drawing Game has 3 levels: Easy, Medium, and Hard. For more screen-less, play-based learning, search ""SayKid"" on the Alexa Skill Store. By combining voice technology and real-world, tangible play, we help educators and families learn together in a safe, natural, and engaging way - without screens! If you found the skill helpful, we greatly appreciate reviews! Awards - SayKid wins Grand Prize in the 2020 Alexa EdTech Competition  - Harvard names SayKid a Finalist in the Saul Zaentz Early Education Competition - SayKid wins MN Cup ""Moonshot"" Prize at US Bank Stadium"
Next Number,https://www.amazon.com/Brainspray-Next-Number/dp/B087B8QKWW/ref=sr_1_430?dchild=1&qid=1624647184&rnid=14284832011&s=alexa-skills&sr=1-430,"If your child can count to ten, they have then they have the ability to add one to at least eight numbers.  This MathHack from Brainspray is designed to allow your child to start doing that in as little as a day, but on average in about a week. Toddlers and preschoolers can do amazing things with numbers and letters, given the right incentives.  Now you can measure their progress two numbers at a time, while helping them master adding and comparing numbers.  If your toddler or preschooler can count to ten, this lesson is for you."
Nanak Time,https://www.amazon.com/Akaash-Singh-and-Baani-Kaurs/dp/B0879KJWBN/ref=sr_1_431?dchild=1&qid=1624647184&rnid=14284832011&s=alexa-skills&sr=1-431,"Nanak Time is dedicated to anyone who wants to live a beautiful and purposeful life. Inspired from the Mool Mantar composed by Guru Nanak Dev Ji, this app explores universal concepts such as Oneness, Truthful Living and living Without Fear and Hate. Specifically created to work around your busy lifestyle, the app allows you to: * Explore the 9 Gems of Mool Mantar by listening to short Audio Lessons and Guided Meditations * Apply the essence of the Gems to your daily life with simple-to-follow guides and hands-on exercises *Journal your thoughts and experiences * Use the reminders to keep you on track to complete your lessons * Enjoy the ripple effect of the simple exercises designed to impact the community around you Guru Nanak Dev Ji was the first of ten Sikh Guru’s and was born in 1469. He composed many sublime poems through a lifetime of traveling the globe and sharing his enlightened message of Ek Onkar, Oneness. The Mool Mantar is said to be the first composition uttered by Guru Nanak Dev Ji upon enlightenment at the age of about 30. The word """"Mool"""" means main or root and """"Mantar"""" means chant or verse. Together the words """"Mool Mantar"""" mean the """"Main chant"""" or """"root verse"""" The Mool Mantar is regarded by many as the thesis of his work. Often described as just a summary of the Divine, the Mool Mantar is actually considered to define and carry a deep implication for human existence. Each of the 9 words (Gems) encompass a truly global concept of habits, traits and mindset we should aim to achieve. By explaining the theories and suggesting practical ways to integrate each of the concepts into your daily life, Nanak Time intends to get you started on this journey of discovery and self-reflection. You can pause and play by saying ""Alexa, pause"" and ""Alexa, resume."" Just say ""Alexa, stop"" when you're done for the day. When listening to podcasts you can say ""Alexa, shuffle"" to shuffle the playing order, or ""Alexa, loop"" to loop the current episode. You can also ask for previous and next episodes by saying ""Alexa, previous"" and ""Alexa, next""."
Flip a coin,https://www.amazon.com/Kaitlyn-Flip-a-coin/dp/B087BXH9NJ/ref=sr_1_428?dchild=1&qid=1624647184&rnid=14284832011&s=alexa-skills&sr=1-428,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Bigger Number First,https://www.amazon.com/Brainspray-Bigger-Number-First/dp/B087BWFHM5/ref=sr_1_429?dchild=1&qid=1624647184&rnid=14284832011&s=alexa-skills&sr=1-429,"If your child can count to 25 and you've used MathHack's ""Next Number"" lesson to help them add one to any number, it's time to move on to adding single digit numbers to double digit numbers.   This means that even if your child isn't in kindergarten yet, but can count to 25 and has succesfully completed the Next Number skill by Brainpsray, they may be able to solve the ""81 addition facts"" 1st graders aim to achieve. Bigger Number First teaches applies a somewhat new spin to the widespread strategy of adding the biggest (or larger) number first when adding two numbers.  Students using this MathHack are instructed to make a fist with one hand say the larger number, then begin counting up from their using their other hand to add the smaller number. The system, using the Brainspray's Alexa lesson, has taken a child just shy of four years old from being able to add two digits to being able to accurately complete all 81 math facts  within three weeks of starting the program.  Your child may take less time or more time, but they will have a tool that goes beyond rote memorization in their box of solutions needed to master some basic math skills way above schedule. Toddlers and preschoolers can do amazing things with numbers and letters, given the right incentives.  Now you can measure their progress two numbers at a time, while helping them master adding and comparing numbers.  If your toddler or preschooler can count to 25 and add one digit, this lesson is for you."
Form me,https://www.amazon.com/CHRISTOPHER-A-M-MOORE-Form/dp/B087BXVGV5/ref=sr_1_427?dchild=1&qid=1624647184&rnid=14284832011&s=alexa-skills&sr=1-427,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Brush your teeth,https://www.amazon.com/Pranav-Menon-Brush-your-teeth/dp/B087CH1JVX/ref=sr_1_426?dchild=1&qid=1624647184&rnid=14284832011&s=alexa-skills&sr=1-426,"Open the skill and ask Alexa for the brushing countdown timer. Alexa will countdown (100, 99, 98, ... 3, 2, 1), and then play a fun sound effect. A fun way to make your child know how long to brush their teeth"
Fun Animal Facts,https://www.amazon.com/5scale-Design-Fun-Animal-Facts/dp/B087CNKQMC/ref=sr_1_425?dchild=1&qid=1624647184&rnid=14284832011&s=alexa-skills&sr=1-425,"Fun Animal Facts brings fun and education together to bring you the most fascinating facts about the animal kingdom. Did you ever wonder why cats have whiskers, or why otters hold hands. Just say Alexa, open fun animal facts  And get a fun new fact each day!"
Quarantine Tracker,https://www.amazon.com/Nak-King-Quarantine-Tracker/dp/B0875XSBPK/ref=sr_1_433?dchild=1&qid=1624647186&rnid=14284832011&s=alexa-skills&sr=1-433,"Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events, including Quarantine! Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Big girl,https://www.amazon.com/Wandy-Big-girl/dp/B086YBVZ98/ref=sr_1_437?dchild=1&qid=1624647186&rnid=14284832011&s=alexa-skills&sr=1-437,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Big day,https://www.amazon.com/Wandy-Big-day/dp/B086XC9QH3/ref=sr_1_438?dchild=1&qid=1624647186&rnid=14284832011&s=alexa-skills&sr=1-438,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Parent tube quiz,https://www.amazon.com/Satish-Pasupathy-Parent-tube-quiz/dp/B086YL5K24/ref=sr_1_436?dchild=1&qid=1624647186&rnid=14284832011&s=alexa-skills&sr=1-436,Play an interesting quiz game for kids that tests their knowledge of the USA states and capitals.
Whose Turn,https://www.amazon.com/DAV-UNIVERSTY-Whose-Turn/dp/B0872R5C76/ref=sr_1_435?dchild=1&qid=1624647186&rnid=14284832011&s=alexa-skills&sr=1-435,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Kids Decisions,https://www.amazon.com/VOGO-Voice-Kids-Decisions/dp/B08731CK5X/ref=sr_1_434?dchild=1&qid=1624647186&rnid=14284832011&s=alexa-skills&sr=1-434,"Kids Decisions allows kids from Kindergarten to 5th grade to explore how different decisions impact the outcome of a story. Ember the Dragon guides kids along the exploration path with quick, engaging stories and opportunities for kids to try out different decisions and explore outcomes. Based on Strengths and Virtues, kids can explore stories related to Wisdom, Courage, Humanity, Transcendence, Justice, and Moderation. To start a Kids Decision session, you can ask, Alexa, open Kids Decisions. You can also ask, Alexa, ask Kids Decisions to tell me a story.  You can ask for specific topics and see if Ember has a story for you. For example, you can ask, Alexa, ask Kids Decisions to tell me a story about chocolate.  You can ask for specific virtues and Ember will tell you a story related to that virtue. For example, you can ask, Alexa, ask Decisions for Kids to tell me a story about courage.  Decisions for Kids has a website, http://decisionsforkids.com/, where teachers and parents can craft and submit stories that Ember will use."
Chore chart,https://www.amazon.com/Ann-Marie-mom04-Chore-chart/dp/B086S33CTK/ref=sr_1_446?dchild=1&qid=1624647186&rnid=14284832011&s=alexa-skills&sr=1-446,"Use this skill to keep track of chores that are assigned to each member of your household. You can ask Alexa to read the list of chores that are assigned to you each day, and you can log your chores as you complete them. Alexa automatically keeps score so you can complete with family members to see who finishes their chores first. Or last! The chore tracker automatically resets on Sunday each week. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer."
Letter M.,https://www.amazon.com/Brainspray-Letter-M/dp/B086W289XC/ref=sr_1_441?dchild=1&qid=1624647186&rnid=14284832011&s=alexa-skills&sr=1-441,"From the team that helped a three year old go from phonics to reading at a second grade level comes ""Letter M. ""   Letter M. assesses and reviews the concept of phonics.  The letter M. lesson allows early English readers to practice identifying words that start with ""M."" to improve phonic fluency."
School Bell,https://www.amazon.com/Robert-Kelley-School-Bell/dp/B086VHXC96/ref=sr_1_442?dchild=1&qid=1624647186&rnid=14284832011&s=alexa-skills&sr=1-442,Are you stuck at home and doing home schooling?  This can help you get kids to sit down and get ready for home school!
Crystal Healing Meanings,https://www.amazon.com/Lh-Productions-Crystal-Healing-Meanings/dp/B086L6Q6B7/ref=sr_1_448?dchild=1&qid=1624647186&rnid=14284832011&s=alexa-skills&sr=1-448,Crystal Healing Meanings lets kids and adults learn about these amazing rocks and how they heal. Learn about which crystal helps with confidence and peace.
Remote Learning Schedule,https://www.amazon.com/Happiness-Goddess-Home-School-Schedule/dp/B086M4Z627/ref=sr_1_447?dchild=1&qid=1624647186&rnid=14284832011&s=alexa-skills&sr=1-447,"Use this skill to keep track of daily school tasks that are assigned to each child in your household. You can ask Alexa to read the list of tasks that are assigned to you each day, and you can log your tasks as you complete them. Alexa automatically keeps score so you can complete with family members to see who finishes their tasks first. Or last! The schedule automatically resets on Sunday each week. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer."
Dry dishes,https://www.amazon.com/Siara-N-Dry-dishes/dp/B086S7TN1V/ref=sr_1_445?dchild=1&qid=1624647186&rnid=14284832011&s=alexa-skills&sr=1-445,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
My School Workout,https://www.amazon.com/Skittles-My-School-Workout/dp/B086S8QVP9/ref=sr_1_444?dchild=1&qid=1624647186&rnid=14284832011&s=alexa-skills&sr=1-444,"Work out with Alexa throughout the week. Once you open the skill, just ask Alexa to start the workout. You can also ask Alexa for your progress. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Aniruddh's chess player,https://www.amazon.com/aniruddhparwal-Aniruddhs-chess-player/dp/B086T1VCFZ/ref=sr_1_443?dchild=1&qid=1624647186&rnid=14284832011&s=alexa-skills&sr=1-443,My Favorite Chess Player is amazon skill can be used to get details of different Chess Player
Your day,https://www.amazon.com/Wandy-Your-day/dp/B086XBK1CJ/ref=sr_1_439?dchild=1&qid=1624647186&rnid=14284832011&s=alexa-skills&sr=1-439,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Little miss muffin,https://www.amazon.com/Wandy-Little-miss-muffin/dp/B086X9Q5RM/ref=sr_1_440?dchild=1&qid=1624647186&rnid=14284832011&s=alexa-skills&sr=1-440,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Happy life mantra,https://www.amazon.com/Aleksandar-Lj-Happy-life-mantra/dp/B086KVTX6D/ref=sr_1_449?dchild=1&qid=1624647188&rnid=14284832011&s=alexa-skills&sr=1-449,"Listen to this interactive story with a timeless lesson. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Letter L.,https://www.amazon.com/Brainspray-Letter-L/dp/B086JMT28R/ref=sr_1_452?dchild=1&qid=1624647188&rnid=14284832011&s=alexa-skills&sr=1-452,"From the team that helped a three year old go from phonics to reading at a second grade level comes ""Letter K. ""   Letter L. assesses and reviews the concept of phonics.  The Letter L. lesson allows early English readers to practice identifying words that start with ""L."" to improve phonic fluency."
Month Trivia,https://www.amazon.com/Swapnil-Month-Trivia/dp/B086KP3LHK/ref=sr_1_451?dchild=1&qid=1624647188&rnid=14284832011&s=alexa-skills&sr=1-451,Month trivia is month quiz game which help to  test understand of months
Nani Ma,https://www.amazon.com/Hobbyist-Nani-Ma/dp/B086KSS5NQ/ref=sr_1_450?dchild=1&qid=1624647188&rnid=14284832011&s=alexa-skills&sr=1-450,Babies ask question to Nani Ma
Letter G.,https://www.amazon.com/Brainspray-Letter-G/dp/B0868KPB9J/ref=sr_1_460?dchild=1&qid=1624647188&rnid=14284832011&s=alexa-skills&sr=1-460,"From the team that helped a three year old go from phonics to reading at a second grade level comes ""Letter G. ""   Letter G. reviews the concept of phonics and allows early English readers to practice identifying words that start with ""G."" to improve phonic fluency."
Letter P.,https://www.amazon.com/Brainspray-Letter-P/dp/B0868NNYBT/ref=sr_1_459?dchild=1&qid=1624647188&rnid=14284832011&s=alexa-skills&sr=1-459,"From the team that helped a three year old go from phonics to reading at a second grade level comes ""Letter P. ""   Letter P. reviews the concept of phonics and allows early English readers to practice identifying words that start with ""P."" to improve phonic fluency."
Who's next,https://www.amazon.com/Terry-NGuessan-Whos-next/dp/B086C5LDQV/ref=sr_1_458?dchild=1&qid=1624647188&rnid=14284832011&s=alexa-skills&sr=1-458,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Letter J.,https://www.amazon.com/Brainspray-Letter-J/dp/B086GVZP9H/ref=sr_1_456?dchild=1&qid=1624647188&rnid=14284832011&s=alexa-skills&sr=1-456,"From the team that helped a three year old go from phonics to reading at a second grade level comes ""Letter J. ""   Letter J. reviews the concept of phonics and allows early English readers to practice identifying words that start with ""J."" to improve phonic fluency."
Hoggy Missions,https://www.amazon.com/Litifer-Technologies-Pvt-Ltd-Missions/dp/B086GWZ9X5/ref=sr_1_455?dchild=1&qid=1624647188&rnid=14284832011&s=alexa-skills&sr=1-455,"Hoggy Missions is a part of the vast Hoggy Universe, now available for free on Alexa to help kids stay at home while having fun. Hoggy is a cute piggy alien that has come from planet Hoggyland to seek help from a Superhero on Earth. Kids get a chance to be a superhero by helping Hoggy on Missions to save Hoggyland from the evil 'Naruko'. Kids participate in highly engaging & interactive missions by being a part of the story and performing actions to move forward in the mission. Alongside fun &good habits, kids also get educational learning- For ex. when they unlock Magical doors by speaking the correct spelling of 'Ice-cream'. Keep your kids busy while you work & rest peacefully. How to go on Missions- 1. Start with 'Hoggy Missions' 2. Follow instructions, try to perform actions as Hoggy tells, to move forward in Missions. Hoggy Missions are Pretend Play, where the kid uses his/her imagination to imagine the world and uses relatable household objects to perform actions in the Mission- Like using a Pencil Eraser as Magic Stones for attacking evil Naruko with Magic, Climbing on the bed to avoid hot Molten Lava or hiding behind the curtains to hide from Naruko's bodyguards."
Chore chart,https://www.amazon.com/Davis-Family-Chore-chart/dp/B086D9N8LD/ref=sr_1_457?dchild=1&qid=1624647188&rnid=14284832011&s=alexa-skills&sr=1-457,"Use this skill to keep track of chores that are assigned to each member of your household. You can ask Alexa to read the list of chores that are assigned to you each day, and you can log your chores as you complete them. Alexa automatically keeps score so you can complete with family members to see who finishes their chores first. Or last! The chore tracker automatically resets on Sunday each week. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer."
Whose Turn,https://www.amazon.com/Sadiztik-Whose-Turn/dp/B086H67KYT/ref=sr_1_454?dchild=1&qid=1624647188&rnid=14284832011&s=alexa-skills&sr=1-454,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Ninth Gup Flashcards,https://www.amazon.com/Hongs-Martial-Arts-School-Flashcards/dp/B0868BY74Q/ref=sr_1_464?dchild=1&qid=1624647188&rnid=14284832011&s=alexa-skills&sr=1-464,"Hong's Martial Arts School can help you learn new Korean terminology for your upcoming belt testing. You can review the flash cards and then test your knowledge. At any point you can say ""Alexa, review mode"" to switch to review or say ""Alexa, test mode"" to start a test. You can say ""Alexa, next"" to move to the next card. At any point during the test, you can say ""Alexa, what's my score"" to get your current test score. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer."
Letter F.,https://www.amazon.com/Brainspray-Letter-F/dp/B0868C7NW6/ref=sr_1_463?dchild=1&qid=1624647188&rnid=14284832011&s=alexa-skills&sr=1-463,"From the team that helped a three year old go from phonics to reading at a second grade level comes ""Letter F. ""   Letter F. assesses and the concept of phonics and allows early English readers to practice identifying words that start with ""F."" to improve phonic fluency."
Letter T.,https://www.amazon.com/Brainspray-Letter-T/dp/B0868D7BC2/ref=sr_1_462?dchild=1&qid=1624647188&rnid=14284832011&s=alexa-skills&sr=1-462,"From the team that helped a three year old go from phonics to reading at a second grade level comes ""Letter T. ""   Letter T. reviews the concept of phonics and allows early English readers to practice identifying words that start with ""T."" to improve phonic fluency."
Letter K.,https://www.amazon.com/Brainspray-Letter-K/dp/B086HD1KFV/ref=sr_1_453?dchild=1&qid=1624647188&rnid=14284832011&s=alexa-skills&sr=1-453,"From the team that helped a three year old go from phonics to reading at a second grade level comes ""Letter K. ""   Letter K. assesses and reviews the concept of phonics.  The Letter K. lesson allows early English readers to practice identifying words that start with ""K."" to improve phonic fluency."
Letter D.,https://www.amazon.com/Brainspray-Letter-D/dp/B0868DWF68/ref=sr_1_461?dchild=1&qid=1624647188&rnid=14284832011&s=alexa-skills&sr=1-461,"From the team that helped a three year old go from phonics to reading at a 8th grade level, in under one year,  comes ""Letter D. ""   Letter D. assesses and teaches concepts of phonics and allows early English readers to practice identifying words that start with ""D."" to improve phonic fluency."
Red Attack FlashCards,https://www.amazon.com/Hongs-Martial-Arts-School-FlashCards/dp/B08668B3JH/ref=sr_1_471?dchild=1&qid=1624647191&rnid=14284832011&s=alexa-skills&sr=1-471,"Hong's Martial Arts School and Alexa can help you learn new Korean terminology to help you for your next belt testing. You can review the flash cards and then test your knowledge. At any point you can say ""Alexa, review mode"" to switch to review or say ""Alexa, test mode"" to start a test. You can say ""Alexa, next"" to move to the next card. At any point during the test, you can say ""Alexa, what's my score"" to get your current test score. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer."
Seventh Gup Flashcards,https://www.amazon.com/Hongs-Martial-Arts-School-Flashcards/dp/B08668SBP2/ref=sr_1_470?dchild=1&qid=1624647191&rnid=14284832011&s=alexa-skills&sr=1-470,"Hong's Martial Arts School and Alexa can help you learn new Korean terminology for your upcoming belt testing. You can review the flash cards and then test your knowledge. At any point you can say ""Alexa, review mode"" to switch to review or say ""Alexa, test mode"" to start a test. You can say ""Alexa, next"" to move to the next card. At any point during the test, you can say ""Alexa, what's my score"" to get your current test score. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer."
Letter B.,https://www.amazon.com/Brainspray-Letter-B/dp/B0868BNF3P/ref=sr_1_465?dchild=1&qid=1624647191&rnid=14284832011&s=alexa-skills&sr=1-465,"From the team that helped a three year old go from phonics to reading at a second grade level comes ""Letter B. ""   Letter B. assesses and the concept of phonics and allows early English readers to practice identifying words that start with ""B."" to improve phonic fluency."
Red Blocks Flashcards,https://www.amazon.com/Hongs-Martial-Arts-School-Flashcards/dp/B08667HV4L/ref=sr_1_472?dchild=1&qid=1624647191&rnid=14284832011&s=alexa-skills&sr=1-472,"Hong's Martial Arts School and Alexa can help you learn new Korean terminology to get you ready for your next belt testing. You can review the flash cards and then test your knowledge. At any point you can say ""Alexa, review mode"" to switch to review or say ""Alexa, test mode"" to start a test. You can say ""Alexa, next"" to move to the next card. At any point during the test, you can say ""Alexa, what's my score"" to get your current test score. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer."
School Day,https://www.amazon.com/Alexa-Blueprints-User-School-Day/dp/B08668YRV3/ref=sr_1_469?dchild=1&qid=1624647191&rnid=14284832011&s=alexa-skills&sr=1-469,"Use this skill to keep track of chores that are assigned to each member of your household. You can ask Alexa to read the list of chores that are assigned to you each day, and you can log your chores as you complete them. Alexa automatically keeps score so you can complete with family members to see who finishes their chores first. Or last! The chore tracker automatically resets on Sunday each week. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer."
