skill_name,skill_rating,skill_reviews,skill_link,skill_description
Esme & Roy,4.1 out of 5,49,https://www.amazon.com/Sesame-Workshop-Esme-Roy/dp/B07JGLGQSX/ref=sr_1_2721?dchild=1&qid=1624660861&s=alexa-skills&sr=1-2721,"Ever performed in the circus with a Swizzle Stomp monster? Or helped a baby sea monster get to sleep? From Sesame Workshop and HBO, the Esme & Roy skill brings the lively characters of the new animated series to your home. Monstersitting pros Esme and Roy will take your kids on pretend play adventures from the moon to a hot air balloon, encouraging children to move their bodies and use their imaginations to join the fun! And if your little monster ever is in need of a mindful moment, you can ask Esme and Roy for the calm down song at any time. To enable the skill, just say “Alexa, start Esme and Roy.” Having trouble? Say “Alexa, help” at any point during the skill. To quit, simply say “Alexa, stop.”"
Programable Personal Chatbot,1 out of 5,1,https://www.amazon.com/Eesh-Chilukalapalli-Programable-Personal-Chatbot/dp/B078XMTYKM/ref=sr_1_3249?dchild=1&qid=1624660920&s=alexa-skills&sr=1-3249,This skill allows you to give Alexa a personality by teaching it what it likes and what you like. You can do so by programming using a Scratch Extension which is kid friendly.  Visit https://www.media.mit.edu/projects/alexa-personal-chatbot/overview/  for more information
Ballyland Flight,1 out of 5,1,https://www.amazon.com/Sonnar-Interactive-LTD-Ballyland-Flight/dp/B083MWXDNP/ref=sr_1_1348?dchild=1&qid=1624660715&s=alexa-skills&sr=1-1348,"Ballyland™ Flight is a fun, educational game for young children. The story takes them to the popular Ballyland, an imaginary world that is home to the Ballylanders, created by Sonokids®. This is where they will find Ballicopter, the little red helicopter, flying high through the skies, on his way to visit one of his friends. What will happen and how his adventure will develop, will be decided by the children! They are encouraged to use simple words to select twists in the story, developing voice control interaction with Alexa in a safe environment.  This game was created by experienced audio game developers and is particularly rich in audio. It uses a well-known voice for narration, includes two original songs that your children may want to move, sing, or dance along with, and offers great sound effects that will capture their imagination. Young children who are blind or visually impaired will also be able to enjoy and engage with this story, building self-confidence in the use of voice control technology.  “Every day is a Ballyland day, and a Ballyland day is a happy day!” The game helps to develop: • Simple voice commands to use smart speaker technology with voice control • Language skills • Choice Making skills • Concept of Cause & Effect • Concept of sequencing • Concepts such as nice/bad, slow/fast, grumpy/happy  • Singing and moving along to songs • Recognizing musical instruments and styles"
The Case of the Missing Canine,5 out of 5,1,https://www.amazon.com/Doggie-Investigation-Gang-Missing-Canine/dp/B084V2CJZD/ref=sr_1_1233?dchild=1&qid=1624660703&s=alexa-skills&sr=1-1233,"""The Case of the Missing Canine"" is the first story in The Doggie Investigation Gang, DIG™ series of children's books. The intended audience is second to fourth grade students. While learning third-grade level vocabulary, speaker dialogue and being introduced to chapter books, the reader follows three main dog characters, one of which is blind, as they solve mysteries in an effort to assist others. The three dogs are different breeds and have diverse skill sets. The series incorporates many hidden lessons, including the value of individual strengths and differences; the importance of teamwork; and the reward of caring for each other and assisting others in a time of need. All profits from sales of the first book will be donated to PAWS New England to assist in rescuing the dogs residing at Tipton County Animal Shelter, a high-kill shelter located in Tipton, TN. For more information on the DIG Series, visit the DIG website at digthebooks.com Credits: Shara Puglisi Katsos (Author), John Bulens (Illustrator), Karen Talbot (Illustrator), Chris Plankey (Developer)"
howAreU,5 out of 5,1,https://www.amazon.com/Asier-Barrasa-howAreU/dp/B07ZGM5R2L/ref=sr_1_1727?dchild=1&qid=1624660755&s=alexa-skills&sr=1-1727,Tell me how are you
Animal Yoga,3.8 out of 5,83,https://www.amazon.com/Viki-Lee-Animal-Yoga/dp/B078RTJPJ5/ref=sr_1_3398?dchild=1&qid=1624660935&s=alexa-skills&sr=1-3398,"Animal Yoga provides kids a fun yoga experience and helps them develop emotional self-regulation skill through imaginative play, breathing, stretching, and healthy movement. It encourages their creativity and imagination, builds their strength and flexibility, increases their body awareness, balance, and coordination, and provides them with emotional regulation tools. NOW WITH OVER 30 FUN ANIMAL YOGA POSES!!! Angelfish, Armadillo, Bat, Bee, Butterfly, Cat, Chameleon, Clam, Crocodile, Dragon, Eagle, Elephant, Flamingo, Frog, Giraffe, Jellyfish, Kangaroo, Lion, Lizard, Octopus, Owl, Pufferfish, Roly Poly, Seahorse, Sea Star, Shark, Snail, Snake, Spider, Turtle, Wolf…and more to come! HOW TO USE: - Quick ways to get started - Say ""Alexa, play Animal Yoga"" and Alexa will greet you and ask you what animal you would like to play. To have Alexa pick a random animal for you, say ""Play Random"". To get a list of animals, say ""List Animals"". Say ""Alexa, ask Animal Yoga to play Bee"" or another animal of choice. Say ""Alexa, ask Animal Yoga to play random"" Say ""Alexa, ask Animal Yoga for a list"". Alexa will speak a list of animals you can play. - Navigate through different animals when an animal is playing - Say ""Alexa Next"" or Alexa Previous"" to play the next or previous animal.  Say ""Alexa, Random"" to have Alexa pick an animal for you. Say ""Alexa, Seahorse"" or another animal of choice. Clear the space, practice barefoot, and unleash your child’s body and mind! Try to do it as a family and have fun!"
Surprise Surprise!,No Rating,0,https://www.amazon.com/Lakshmi-Priya-Surprise/dp/B08LNMR5GC/ref=sr_1_577?dchild=1&qid=1624660630&s=alexa-skills&sr=1-577,"Imagination is key for creativity and let's unbox a mystery toy and try make it more fun by getting into action by playing Surprise Surprise.  Surprise Surprise! helps making choices, sparks imagination, improves listening skills and encourages pretend play as well as get as some movements by using only your voice and listening, without any visual aids.  It's so simple to see what's inside the mystery box just by Voice!! Remember, Get ready to move or do pretend play and have fun with some of our all-time favorite imaginary toys! Intentionally created with no Visuals for enhancing listening skills rather than tap one mystery box! More you listen, More you respond, More fun it would be! Just give it a try by, # ""Enable the Skill, ""Surprise Surprise"" in your Alexa Devices. # Just Say... ""Alexa, Open Surprise Surprise!"" That's it! You are all Done! Now you can make your choices and open your imaginary toy box just by saying!  Kindly leave your ratings and reviews and feedback, which would be helpful in shaping ""Surprise Surprise!""  Would love to hear which imaginary toys/pretend plays you loved and what else you wish to add on!  You could also share with your friends and family!"
Happy Thoughts,1 out of 5,1,https://www.amazon.com/MODAL-Happy-Thoughts/dp/B07HM2JJ78/ref=sr_1_2790?dchild=1&qid=1624660869&s=alexa-skills&sr=1-2790,"Happy Thoughts is a skill especially for children, to encourage positive thinking, self esteem and self confidence. It provides the perfect way to start each day with a positive boost putting a spring in their step!  Examples include:  You can do ANYTHING!  - Your brain believes what YOU tell it is true. - Repeat to yourself 'I CAN do it! YES, I can!' You can say: ""Alexa, open Happy Thoughts"" ""Alexa, start Happy Thoughts"" ""Alexa, launch Happy Thoughts"" Please leave a 5-star review if you love this skill, or send us an email with your suggestions at hello@modal.systems. Your 5-star reviews encourage us to keep making more great skills, thanks!"
Father's Day Greeting,No Rating,0,https://www.amazon.com/Stephanie-Fathers-Day-Greeting/dp/B08BLT9494/ref=sr_1_829?dchild=1&qid=1624660658&s=alexa-skills&sr=1-829,Play a Father's Day greeting card for a special Dad in your life. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
The Happy Princess (Children Anytime Stories),3 out of 5,7,https://www.amazon.com/Happy-Princess-Children-Anytime-Stories/dp/B07NWMLRVN/ref=sr_1_2368?dchild=1&qid=1624660823&s=alexa-skills&sr=1-2368,Let your child be the Princess in the story who learns how positivity is important and how it affects many lives! See how the Princess learns to have an optimistic view on life with this fairytale story about the Kingdom of Spirit Lot!
Mom's the bomb,No Rating,0,https://www.amazon.com/Valora-Moms-the-bomb/dp/B088KMGJXK/ref=sr_1_949?dchild=1&qid=1624660672&s=alexa-skills&sr=1-949,"Celebrate mom with a list of awesome compliments. At any point, you can say ""Alexa, stop"" to exit the skill."
World's Best Dad,1 out of 5,1,https://www.amazon.com/Ashley-Worlds-Best-Dad/dp/B082YVYN1N/ref=sr_1_1462?dchild=1&qid=1624660727&s=alexa-skills&sr=1-1462,"Surprise your dad with an assortment of compliments. Simply say, ""Alexa, open World's Best Dad."" This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Robot Says (Following Directions),3.4 out of 5,7,https://www.amazon.com/SayKid-Robot-Says-Following-Directions/dp/B088DPRBDC/ref=sr_1_972?dchild=1&qid=1624660673&s=alexa-skills&sr=1-972,"In Robot Says, a robot needs help following directions so kids must use their listening skills and self-control muscles to show the robot how to follow the directions. When there is only person left, say “Good Game” or “New Game” to start over.  Why it’s educational: This experience is designed to help kids not only practice listening skills but also demonstrate self-control (i.e., executive function skills) in a fun, engaging way! About SayKid SayKid has developed the world's 1st screen-less, play-based learning platform. By combining voice technology and real-world, tangible play, we help educators and families learn together in a safe, natural, and engaging way - without screens!  Search ""SayKid"" on the Alexa Skill Store for additional learning experiences.  If you found the skill helpful, we greatly appreciate reviews! Awards - SayKid named Finalist in the Alexa EdTech Competition  - Harvard names SayKid a Finalist in the Saul Zaentz Early Education Competition - SayKid wins MN Cup ""Moonshot"" Prize at US Bank Stadium"
Happy Father's Day,No Rating,0,https://www.amazon.com/Tiffany-Happy-Fathers-Day/dp/B07T2ZYBH9/ref=sr_1_2091?dchild=1&qid=1624660794&s=alexa-skills&sr=1-2091,Play a Father's Day greeting card for a special Dad in your life. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Happy Father's day,No Rating,0,https://www.amazon.com/Sanay-Happy-Fathers-day/dp/B07SRG16M2/ref=sr_1_2102?dchild=1&qid=1624660796&s=alexa-skills&sr=1-2102,Play a Father's Day greeting card for a special Dad in your life. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
compliment me,No Rating,0,https://www.amazon.com/none-compliment-me/dp/B084Q2FLXD/ref=sr_1_1244?dchild=1&qid=1624660703&s=alexa-skills&sr=1-1244,Ask Alexa to compliment your favorite people (or even yourself!) and she will choose from a list of compliments. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Ninja Feelings,No Rating,0,https://www.amazon.com/Speechtechie-Ninja-Feelings/dp/B07NTFM1H5/ref=sr_1_2377?dchild=1&qid=1624660824&s=alexa-skills&sr=1-2377,"Train your brain for 3 minutes a day with this feelings sorting game. Follow Alexa's directions as fast as possible to rack up points. Ready, set, sort! This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Sensory Seeker,No Rating,0,https://www.amazon.com/John-Nolen-Sensory-Seeker/dp/B084WVC4H4/ref=sr_1_79?dchild=1&qid=1624660572&s=alexa-skills&sr=1-79,"As someone who has a child with sensory processing disorder, we often need to utilize different strategies to help calm down during a meltdown or in crowds. These are similar strategies Occupational Therapists use to help people with anxiety and sensory processing disorders. When helping our child with these strategies, we found that it also really helped adults as well.  These strategies help with anger episodes, anxiety, meltdowns, tension. Even if you do not have any of  diagnoses, this information can still be very helpful. Anytime any of these situations begin, just say ""Alexa, open sensory seeker,"" and a helpful strategy will be provided to help calm down. Between our echo devices and echo auto, it makes using this skill helpful in many areas. As someone who has a child with sensory processing disorder, we often need to utilize different strategies to help calm down during a meltdown or in crowds. These are similar strategies Occupational Therapists use to help people with anxiety and sensory processing disorders. When helping our child with these strategies, we found that it also really helped adults as well.  These strategies help with anger episodes, anxiety, meltdowns, tension. Even if you do not have any of  diagnoses, this information can still be very helpful. Anytime any of these situations begin, just say ""Alexa, open calm down,"" and a helpful strategy will be provided to help calm down. Between our echo devices and echo auto, it makes using this skill helpful in many areas."
Boredom Buster,No Rating,0,https://www.amazon.com/MJR113-Boredom-Buster/dp/B076XBYMDG/ref=sr_1_3618?dchild=1&qid=1624660960&s=alexa-skills&sr=1-3618,This skill will help bored kids find something to do by randomly choosing one of over 50 fun activities. The perfect tiebreaker for when no one can agree on the next activity.
Settle a Bet,2.8 out of 5,2,https://www.amazon.com/DVG-Bantam-City-Settle-Bet/dp/B083H9T48K/ref=sr_1_1356?dchild=1&qid=1624660715&s=alexa-skills&sr=1-1356,Have an argument you can't settle?  Let Alexa settle it for you.  You tell Alexa what each person thinks and Alexa will tell you who is probably right.
Let's Play: You Decide!,No Rating,0,https://www.amazon.com/FX-Digital-Lets-Play-Decide/dp/B08P55F4NP/ref=sr_1_489?dchild=1&qid=1624660620&s=alexa-skills&sr=1-489,"Take your children on an adventure with Let's Play: You Decide, a series of fun, interactive and educational activities led by Rebecca and Sid from the hit kids TV show Let's Play, a CBeebies favourite. Encourage your little ones to move their bodies, improve their listening skills and teach them the importance of helping those in need.  In the Emergency Pack, step into the shoes of a Key Emergency Workers. Help Dr. Rebecca get patients back to good health in the hospital and learn about the sound of the heartbeat. Next, lend the Fire Department a helping hand in preparing a fire truck so that it's ready for action - and then help Rebecca and the Chief Fire Officer put out a small fire in a nearby building. Finally, take on the role of a Police Officer helping Officer Sid find a lost cat.  There are three game packs available: the Emergency Pack; the History Pack; and the Explorer Pack. Each game pack features three exciting stories to immerse yourself and the kids in. The emergency pack is **free** to play. The other two game packs: History and Explorer are available through In-Skill Purchasing. Enable notifications from this skill to get alerted when new game packs are available! **Disclaimer** - NOTE TO PARENTS  This Let’s Play game is intended for kids to have fun and learn. However, this app may only be downloaded, or any extras purchased, by a parent or guardian. Whilst we hope kids will have fun whilst using our product, we do not expect too much crashing and bumping needed whilst being used.  We cannot be held responsible for any direct, indirect, punitive, incidental, special consequential damages, to property or life, whatsoever arising out of or connected with the use or misuse or our product. Remember to play safe and we would always recommend having a parent or guardian present! This tool does not provide medical advice, and is for informational and educational purposes only, and is not a substitute for professional medical advice, treatment or diagnosis. Call your doctor to receive medical advice. If you think you may have a medical emergency, please dial your local emergency response phone number."
give compliments,No Rating,0,https://www.amazon.com/Rohan-sharma-give-compliments/dp/B081B94S9D/ref=sr_1_1645?dchild=1&qid=1624660746&s=alexa-skills&sr=1-1645,Ask Alexa to compliment your favorite people (or even yourself!) and she will choose from a list of compliments. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Naples' Best Mom,No Rating,0,https://www.amazon.com/Djacomo-Naples-Best-Mom/dp/B07PRG69YP/ref=sr_1_2297?dchild=1&qid=1624660816&s=alexa-skills&sr=1-2297,"Celebrate mom with a list of awesome compliments. At any point, you can say ""Alexa, stop"" to exit the skill."
What's it Like (Building Empathy),3.6 out of 5,6,https://www.amazon.com/SayKid-Empathy-Whats-it-Like/dp/B07HP28LG2/ref=sr_1_2784?dchild=1&qid=1624660867&s=alexa-skills&sr=1-2784,"""What’s it Like"" is an educational experience designed to help children build empathy by helping them see and appreciate differences. In the game, families can explore differences related to: language, appearance, vision, hearing, focus, etc. and give them an opportunity to reflect by teaching a robot “What’s it Like” to be different. As fyi, robots don’t have feelings and kids learn by teaching! :) Each vignette was inspired by a real child so this may be especially for adults to help kids learn how to relate to children with differences in a practical, engaging way. To skip to a different experience, just say, “skip.” About SayKid For more screen-less, play-based learning, search ""SayKid"" on the Alexa Skill Store. By combining voice technology and real-world, tangible play, we help educators and families learn together in a safe, natural, and engaging way - without screens! If you found the skill helpful, we greatly appreciate reviews! Awards - SayKid wins Grand Prize in the 2020 Alexa EdTech Competition  - Harvard names SayKid a Finalist in the Saul Zaentz Early Education Competition - SayKid wins MN Cup ""Moonshot"" Prize at US Bank Stadium"
World's Best Kid,No Rating,0,https://www.amazon.com/Adrian-Brown-Worlds-Best-Kid/dp/B08BCGCXDX/ref=sr_1_839?dchild=1&qid=1624660659&s=alexa-skills&sr=1-839,Ask Alexa to compliment your favorite people (or even yourself!) and she will choose from a list of compliments. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Amazing Renee,No Rating,0,https://www.amazon.com/Michael-Myers-Amazing-Renee/dp/B081NHGK84/ref=sr_1_1607?dchild=1&qid=1624660743&s=alexa-skills&sr=1-1607,Ask Alexa to compliment your favorite people (or even yourself!) and she will choose from a list of compliments. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Whose Turn,2.4 out of 5,2,https://www.amazon.com/Malik-Whose-Turn/dp/B07S2FBCD8/ref=sr_1_2147?dchild=1&qid=1624660801&s=alexa-skills&sr=1-2147,"Next time you find yourself arguing your right to win the chess match or even your right to watch the telly, don't worry because Alexa is here to save the day by choosing who is going to win."
World's Best Dad,No Rating,0,https://www.amazon.com/ALESSANDRO-STANO-Worlds-Best-Dad/dp/B08N1GQBGK/ref=sr_1_523?dchild=1&qid=1624660623&s=alexa-skills&sr=1-523,"Surprise your dad with an assortment of compliments. Simply say, ""Alexa, open World's Best Dad."" This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Little Yogis,5 out of 5,1,https://www.amazon.com/Danielle-Fisher-Little-Yogis/dp/B07PDYP7NJ/ref=sr_1_2323?dchild=1&qid=1624660819&s=alexa-skills&sr=1-2323,"This audio will cue toddlers and children to pause for a yoga moment: directing either a yoga pose, motion meditation, or breathing exercise.  To provide parents with techniques that will help children develop mindfulness.    The briefing will post weekly Monday mornings at 7 am"
California Space Adventure,No Rating,0,https://www.amazon.com/Michelle-Van-Campen-California-Adventure/dp/B07WJJQH1J/ref=sr_1_1928?dchild=1&qid=1624660777&s=alexa-skills&sr=1-1928,Play an interactive adventure-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Love You for mother’s day,No Rating,0,https://www.amazon.com/Love-You-for-mothers-day/dp/B088DTCQKT/ref=sr_1_970?dchild=1&qid=1624660673&s=alexa-skills&sr=1-970,Play a Mother's Day greeting card for a special Mom in your life. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
World's Best Mom,No Rating,0,https://www.amazon.com/Mary-Grantham-Worlds-Best-Mom/dp/B07VRBL9D1/ref=sr_1_1977?dchild=1&qid=1624660782&s=alexa-skills&sr=1-1977,"Celebrate mom with a list of awesome compliments. At any point, you can say ""Alexa, stop"" to exit the skill."
Sensory Avoider,No Rating,0,https://www.amazon.com/John-Nolen-Sensory-Avoider/dp/B084WZ7R9T/ref=sr_1_1222?dchild=1&qid=1624660702&s=alexa-skills&sr=1-1222,"As someone who has a child with sensory processing disorder, we often need to utilize different strategies to help calm down during a meltdown or in crowds. These are similar strategies Occupational Therapists use to help people with anxiety and sensory processing disorders. When helping our child with these strategies, we found that it also really helped adults as well.  These strategies help with anger episodes, anxiety, meltdowns, tension. Even if you do not have any of  diagnoses, this information can still be very helpful. Anytime any of these situations begin, just say ""Alexa, open sensory avoider,"" and a helpful strategy will be provided to help calm down. Between our echo devices and echo auto, it makes using this skill helpful in many areas. As someone who has a child with sensory processing disorder, we often need to utilize different strategies to help calm down during a meltdown or in crowds. These are similar strategies Occupational Therapists use to help people with anxiety and sensory processing disorders. When helping our child with these strategies, we found that it also really helped adults as well.  These strategies help with anger episodes, anxiety, meltdowns, tension. Even if you do not have any of  diagnoses, this information can still be very helpful. Anytime any of these situations begin, just say ""Alexa, open sensory avoider,"" and a helpful strategy will be provided to help calm down. Between our echo devices and echo auto, it makes using this skill helpful in many areas."
Cool Down,No Rating,0,https://www.amazon.com/Jen-Tuttle-Parsons-Cool-Down/dp/B07D9RXPDS/ref=sr_1_3038?dchild=1&qid=1624660895&s=alexa-skills&sr=1-3038,"Ask Alexa to Cool Down whenever someone in your house (or school!) needs a few minutes to chill out. A gentle alternative to time outs, Cool Down begins with a bit of encouragement and provides one to five minutes of audio to breathe deep, relax your brain, and calm down before going to back to work or play. Parents can use Cool Down to help members of their family to re-center instead of argue. Teachers can use Cool Down to separate students who need to spend a moment peacefully sitting in one spot before returning to classroom activities. Adults can use Cool Down for a few minutes of meditation or deep breathing before or after stressful situations.  Audio selections include ambient sounds like birds or water and calming classical tunes. Attributions:  https://freesound.org/people/tim.kahn/sounds/197714/ https://freesound.org/people/3bagbrew/sounds/95753/ A few things to get the most out of your Cool Down experience:  Remember to be consistent. Cool Down is not a punishment, but can be an alternative to traditional time outs.  Show affection to your child (and yourself!) both before and after Cool Down launches.  Provide a spot to sit and reflect during the Cool Down process. Children often just need a moment to process their strong emotions. Remember to breathe!  For more ideas about how to use tech with kids in positive ways, see jentuttleparsons.com."
Whose Turn,2.9 out of 5,79,https://www.amazon.com/Streets-Ahead-Whose-Turn/dp/B075Q5T3BD/ref=sr_1_137?dchild=1&qid=1624660579&s=alexa-skills&sr=1-137,"If you’re tired of hearing the cries of “it’s not my turn” every time you ask your kid to do something, it might just be time to forfeit this most basic of parental duties to your infallible voice assistant. Let’s face it, getting a child to do their chores can be … well … a chore.  If you’ve made the (some might say) questionable decision to go from the biologically understandable world of raising a single child to the borderline insane universe of raising children, you’ll no doubt know that these little bundles are acutely aware of the equitable distribution of household tasks.  As a caring parent carefully in tune with the feelings of each child you’ve undoubtedly established your own internal mechanism for ensuring nobody lifts more than their fair share of fingers - but the odds are stacked against you.  Kids of today are raised in a world where search engines and voice assistants prove parents wrong a couple dozen times a day - so them being the critical thinkers you’ve raised them to be - why on earth would they believe YOU when you tell them it’s their turn to take out the trash.  The flip side of a tech savvy youth is that they inevitably believe just about anything it tells them - so while you and your tyke might “verbally spar” for hours over who swept the kitchen last time - they’re all too prepared and willing to dutifully adhere to the commands of the disembodied voice echoing from the corner of the living room. Now, if you’ve made the grave mistake of raising your lot to be openly defiant of technology telling them what to do in some sort of misguided attempt to prepare them for the inevitable robot revolution, well then that is your poor decision making catching up with you and you’re going to have to resort to being a competent and respected parent."
Father's Day Greeting,No Rating,0,https://www.amazon.com/Melissa-Fathers-Day-Greeting/dp/B07T42R6YX/ref=sr_1_2084?dchild=1&qid=1624660794&s=alexa-skills&sr=1-2084,Play a Father's Day greeting card for a special Dad in your life. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
carousel guide,2.1 out of 5,2,https://www.amazon.com/ExcelNorma-carousel-guide/dp/B078YDYSYZ/ref=sr_1_3235?dchild=1&qid=1624660918&s=alexa-skills&sr=1-3235,"Carousel guide shares content to complement personal and vocational development. The vision of carousel guide is to  assist users growth their  knowledge, thinking strategies, awareness and self confidence. User selects which topic(s) to listen based on the options  Alexa presents at the time.  The skill requires capabilities to enable Alexa  Carousel guide shares briefs on in the following topic  10 categories:  1) Language: it can be on English grammar, linguistics, vocabulary, writing or other language related topic  2)  Food; it can be any subject related to food, for example  a brief recipe, a tip, a  good practice for cooking and/or baking, healthy eating, facts about food.  3) Beauty: it can be any subject with the goal of encouraging  positive thoughts  4) Story: it can be a narrative based on factual history, imagination, and/or creativity  5) Play:  can include  strategies, game rules, and facts to encourage strategic thinking  6) History, can be facts, briefs on history primarily of United States  7) Geography (facts, briefs related to geography  8) Life fact, it can be any topic associated with nature, life and environment; life, health sciences and biology  9) Thought:  content to encourage reflection 10) Numbers:  includes  practical  applications  of numbers in  math, geometry, financial, or arithmetic calculations; it also provides a brief  explanation of the process to arrive to the results.    How the skill works: The user selects the topic(s) he or she wants to listen once Alexa  presents him/her with the  topics available for selection . User can invoke the skills with one of the following Utterances:  Alexa begin carousel guide Alexa open carousel guide Alexa load carousel guide Alexa play carousel guide Alexa launch carousel guide Alexa start  carousel guide Alexa resume carousel guide Based on the tests performed,  the skill invocation also works  without including “Alexa” at the beginning  ( in earlier trials it appears that the skill may not follow the same command from time to time but as today it follows them without including Alexa at the beginning of the prompt from the user.   To select the topic user may  say: Carousel guide  history  Carousel  guide story Carousel  guide language Carousel guide food Carousel  guide beauty Carousel  guide numbers Carousel  guide life fact Carousel  guide play Carousel  guide geography Carousel  guide  thought Based on Alexa's  key commands available (begin, start, tell, play,  start..) User may select the topic once Carousel guide launches.  Respect utterances below  are some of the 24 set at this time.   Note: in the first example below  {Carousel guide selection topics available} refers to one of the 10 topics Carousel guide offers for selection. teach me  {Carousel guide slot}  where {Carousel guide selection topics available} may be either of the 10 topics Carousel guide offers (food, numbers...). For practical purpose in the listed utterance examples below will use S as abbreviation of {Carousel guide selection topics available}   mentor me with S can you give me  S can you give me a S I want to learn about S I  want to learn about a S now I want S now S lets try S give me S The following invocations  work without listing them as utterances: Carousel guide tell me about geography  Carousel guide tell me a story Carousel guide tell me about history Carousel guide tell me about beauty Carousel guide tell me a thought Carousel guide tell me about numbers Carousel guide tell me life fact Carousel guide tell me about language"
GreetPeople,No Rating,0,https://www.amazon.com/Default-User-GreetPeople/dp/B088NVWNFG/ref=sr_1_942?dchild=1&qid=1624660670&s=alexa-skills&sr=1-942,Greet friends and Family members
House Guest Four,No Rating,0,https://www.amazon.com/Dinesh-Thangaraj-House-Guest-Four/dp/B0854BDN35/ref=sr_1_1198?dchild=1&qid=1624660698&s=alexa-skills&sr=1-1198,"Welcome your guests with a guide to your home and neighborhood. They can open the skill and say ""Alexa, what are the best restaurants in Seattle? This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Thinking of You,No Rating,0,https://www.amazon.com/Kathlynn-Baker-Thinking-of-You/dp/B08BQJY7LV/ref=sr_1_822?dchild=1&qid=1624660658&s=alexa-skills&sr=1-822,"Celebrate special occasions with your loved ones. When you open the skill, Alexa will play a slideshow with rich images and audio. You can say ""Alexa, stop"" to exit anytime."
Share and Take Turns,3.5 out of 5,5,https://www.amazon.com/Voice-Apps-That-Rock-Share/dp/B07CRH4T6J/ref=sr_1_3087?dchild=1&qid=1624660900&s=alexa-skills&sr=1-3087,"Learning to share and take turns is difficult for almost all young children. You can feel your heart drop when it happens. What should you do? Should you discipline your child or remind your child to share yet again? But wait! There is a better way. Let Alexa handle the situation using this simple but effective ""Share and Take Turns"" skill. With this skill, Alexa encourages children in a nice way and in a fun environment to share and take turns. Alexa will give each child his or her turn for one minute with a fun music playing in the background. You would be fascinated to discover that kids would listen to Alexa. To start, say: ""Alexa, start Take Turns"" ""Alexa, open Take Turns"" ""Alexa, launch Take Turns"" To get help, say ""Help"". Please give us a 5-star review if you enjoy this skill. It would be interesting to know if this skill is effective to your children. Logo by: Freepik (www.freepik.com) from www.flaticon.com Background Music by: Marimba – Thinking Music by Alexander Blu licensed under CC BY 4.0 / Audio lengthened from original (http://www.orangefreesounds.com/marimba-thinking-music/)"
My Compliments,No Rating,0,https://www.amazon.com/Dougie-My-Compliments/dp/B0889V5CPB/ref=sr_1_981?dchild=1&qid=1624660675&s=alexa-skills&sr=1-981,Ask Alexa to compliment your favorite people (or even yourself!) and she will choose from a list of compliments. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Valentine's Greeting,No Rating,0,https://www.amazon.com/Love-Child-Valentines-Greeting/dp/B084T9NNTT/ref=sr_1_1238?dchild=1&qid=1624660703&s=alexa-skills&sr=1-1238,Play a Valentine's Day greeting card for your loved one. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Mom's Story,No Rating,0,https://www.amazon.com/gary-spencer-Moms-Story/dp/B07RTW1VQM/ref=sr_1_2162?dchild=1&qid=1624660803&s=alexa-skills&sr=1-2162,Listen to a personalized story that's all about mom and narrated by Alexa.
My compliments shine,No Rating,0,https://www.amazon.com/GRace-My-compliments-shine/dp/B08867ZFV6/ref=sr_1_986?dchild=1&qid=1624660675&s=alexa-skills&sr=1-986,Ask Alexa to compliment your favorite people (or even yourself!) and she will choose from a list of compliments. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Not Imposter,No Rating,0,https://www.amazon.com/Haze-Not-Imposter/dp/B07CC99JY8/ref=sr_1_3106?dchild=1&qid=1624660903&s=alexa-skills&sr=1-3106,"Are you scared of being exposed as a ""fraud""? Are you procrastinating always just because you think somebody is better than you are or because you're not the first person to do something you value a lot in your life? Take the test and see if you're one amongst them. If this syndrome does not get properly addressed, one can end up being depressed or get social anxiety. This skill aids you in educating yourself about the syndrome, test yourself and potentially aid you or advise you on how to overcome this syndrome."
