skill_name,skill_link,skill_description
present now one,https://www.amazon.com/ACTIVE-ENGLISH-KIDS-present-now/dp/B08QJ8VSK9/ref=sr_1_222?dchild=1&qid=1624660588&s=alexa-skills&sr=1-222,Alexa will read aloud to you and ask you questions about each passage. Test your memory by remembering tricky details about the story. Answer correctly and achieve a high score. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Fun Animal Facts,https://www.amazon.com/Cogent-Marketer-Fun-Animal-Facts/dp/B07DPH3QCQ/ref=sr_1_221?dchild=1&qid=1624660588&s=alexa-skills&sr=1-221,"Fun Animal Facts is all about fun and interesting animal facts for kids. Let your kids learn about animals in easy to remember bite size  facts. Teaching kids in bite size chunks makes in fun, interesting and engaging and when they are having fun learning, the facts start to stick! Your kids can ask as many questions as they want and will learn about a broad range of animals, insects, sea creatures and more through fun facts.   We are constantly adding to this ""skill"" to grow every kids general knowledge about the world we share with some amazing creatures and hopefully along the way grow a healthy respect and care for the planet and all its inhabitants.  To get started, you can say any of the following phrases: ""Alexa, open Fun Animal Facts"" ""Alexa, start Fun Animal Facts"" ""Alexa, launch Fun Animal Facts"" Please leave a 5-star review if you love this skill, or send us an email with your suggestions at support@cogentmarketer.com   Your 5-star reviews encourage us to keep making more great skills, thanks a bunch for your support."
American Girl: Adventures,https://www.amazon.com/Sony-Pictures-Television-American-Girl/dp/B082YSX5NW/ref=sr_1_223?dchild=1&qid=1624660588&s=alexa-skills&sr=1-223,"Parents, you and your child are invited to join your favorite American Girl characters! Visit Julie at her home in San Francisco, go on a musical tour with Melody in Detroit, and discover countless adventures every month. Explore their worlds, learn about their stories, play their games, and, of course, have sleepovers! Julie, Melody, and many other favorite American Girl characters invite you and your child to enjoy unforgettable experiences with them. Just say, “Alexa, open American Girl” to start. Parents can subscribe to American Girl Plus to unlock the full game*. Get special extras as an American Girl Plus Member. Meet more characters, play new games, and enjoy additional sleepover activities. There’s something new every month!  American Girl Plus is also available as part of FreeTime Unlimited. Play American Girl: Adventures on Echo, Echo Show, and many other Alexa enabled devices. Please note: FireTV devices are not currently supported. ------------------------------------------------------------------------------------------------------------------------------- American Girl: Adventures skill is for kids and fans aged 6+. This skill requires Alexa’s parental consent by an adult in the household (if not already granted). Visit https://www.amazon.com/myh/vpc/intro?clientId=Alexa_rw_vpc to give consent through your Amazon account.  *Voice purchase settings are available in your Alexa App.  For issues, questions, or comments please email us at gamesupport@spe.sony.com. We want to hear directly from you! NOTE: Disabling the skill will cause you to lose your game progress.  © 2020 American Girl. American Girl and associated trademarks are owned by American Girl, LLC."
Animal Sounds Ultimate,https://www.amazon.com/Beau-Rushton-Animal-Sounds-Ultimate/dp/B077TRZSVP/ref=sr_1_220?dchild=1&qid=1624660588&s=alexa-skills&sr=1-220,The best animal sounds app featuring over 70 animals.  Great for the kids to play along with.
Frida the farmer - farm sounds,https://www.amazon.com/Frida-the-farmer-farm-sounds/dp/B077Q1JQDR/ref=sr_1_218?dchild=1&qid=1624660588&s=alexa-skills&sr=1-218,"Frida the farmer is intended to be the modern equivalent to a picture book. Parents and children can together explore some of the sounds you might encounter on a farm: cows, pigs, tractors, cats. To make it easy for kids, it's enough to say 'okay' or 'yes', to hear the next sound."
My Adventure story,https://www.amazon.com/Alexa-Blueprints-User-Adventure-story/dp/B07NW8PGCT/ref=sr_1_216?dchild=1&qid=1624660588&s=alexa-skills&sr=1-216,Play an interactive adventure-themed story with sound effects and prompts. Get ready for laughs and giggles
Multiplication Dojo,https://www.amazon.com/jwei-Multiplication-Dojo/dp/B074J8YD8C/ref=sr_1_217?dchild=1&qid=1624660588&s=alexa-skills&sr=1-217,"Multiplication Dojo can be used to help you practice your multiplication tables! This skill allows users to choose which multiplication table they want to practice, and then randomly generates ten multiplication questions using the specified number. Immediate feedback is one of the keys to effective learning, and in this app, each response is met with either a ""Correct!"", or an ""Incorrect,"" as well as what the correct answer should have been. At the end of the ten questions, the user is given a final score of how many questions they answered correctly."
Skills for Kids. Cheetah Facts,https://www.amazon.com/Skills-for-Kids-Cheetah-Facts/dp/B07DVKNWX3/ref=sr_1_219?dchild=1&qid=1624660588&s=alexa-skills&sr=1-219,"Cheetah Facts is a skill that teaches toddlers and kids wide range of interesting facts about Cheetahs. By default, the skill will play until you stop it. To stop the skill, say ""Alexa, stop.” To resume it again, say ""Alexa, resume."" Please leave a 5-star review if you love this Skill. Your 5-star reviews will encourage us to keep making more great skills for kids."
Music Gallery,https://www.amazon.com/gyanibano-Music-Gallery/dp/B082DZDLST/ref=sr_1_213?dchild=1&qid=1624660588&s=alexa-skills&sr=1-213,"*Please use the ""Gallery"" skill if you are on display device. Do you want to have your songs/audios library available on the Alexa, then, ""Music Gallery"" is the spot where you get all this. The skill allows you to classify your audios into albums. Just open the skill and select the album you want to listen to. The ""Music Gallery"" is an alternate service to ""Gallery"" which focuses only on Audios and is offered by VoiMes.com. To use this service, you need to register yourself on voimes.com. Once registered, you are allowed to use the services. To use the service, go to the gallery/album section and create some Albums as you want, select albums and then, link audios to those albums. Now, enable our Skill and use it by saying ""Alexa open Music Gallery"". The method is really easy and doesn't involve any complex steps. However, a few steps are mentioned here. Here are some commands: play album sample audios/show album one (To play all the audios) resume/next/previous/pause home/goto home, my feedback is ""could be little better/Awesome/Nice skill"". stop (To end the skill) Steps to access the Services: Step 1: Register/Login on voimes.com Step 2: Enable the skill ""Gallery"" on Alexa and open it by saying ""Open Album Gallery"" Step 3: You will get the code, note this code and get it verified on the Gallery/Albums section of the website Step 4: Once you are verified go ahead and create albums. Step 5: Once albums are created link few media under audios Step 6: Open the skill on Alexa and use it To view the process demo click on the link or visit the faq section on voimes.com https://www.voimes.com/faqs.php You are welcome to drop feedback or give suggestions on what you like or what you don't like. Also, what you want me to improve in the next version. Drop an email on voimesservices@gmail.com."
Math Quiz,https://www.amazon.com/TechEm-Studios-Math-Quiz/dp/B073G83DHQ/ref=sr_1_215?dchild=1&qid=1624660588&s=alexa-skills&sr=1-215,"A simple math quiz with multiplication factors (numbers 1-10). During the game Alexa keeps track of how many questions you get right and wrong. At the end, Alexa will tell you how many you got right out of how many questions were asked."
Scooby Doo! Mystery Inc. Theater,https://www.amazon.com/Scooby-Doo-Mystery-Inc-Theater/dp/B0766625N6/ref=sr_1_214?dchild=1&qid=1624660588&s=alexa-skills&sr=1-214,"Zoinks! Put on your detective hat and experience the spooks and sounds of Scooby Doo! Mystery Inc. Theater. This interactive storytelling experience puts you in control as you choose where and how the story unfolds. Work alongside your favorite characters including Scooby-Doo, Shaggy, Fred, Daphne and Velma to unravel the secrets behind their latest caper. Get ready to be challenged by the seemingly supernatural…things are not always what they seem. The mystery awaits, so gather ‘round and get solving! To Enable the skill, simply say ""Alexa, enable Scooby-Doo"" To open the skill, try ""Alexa, open Scooby-Doo"" To quit, just say “Alexa, quit” anytime during the game."
Lucky Charms Magical Mission,https://www.amazon.com/General-Mills-Charms-Magical-Mission/dp/B08FTGHLFH/ref=sr_1_212?dchild=1&qid=1624660588&s=alexa-skills&sr=1-212,"""Lucky the Leprechaun needs your help for a Magical Mission! Grab your kids and join him on an adventure to bring back the magic. Go through his magic portal to the 8 charm lands filled with new friends that can’t wait to meet you and Lucky! You’ll all work together to restore the magic. Use your imagination because magic is all around us. You just have to look for it! To get started, simply say, “Alexa, open Lucky Charms Magical Mission.” To start over at any point, say, “Alexa, start over.” To quit, just say, “Alexa, quit” anytime during the story. If you need to leave in the middle, you can say, “Alexa, pause” to pick back up where you left off when you return. Lucky Charms Magical Mission is for families and kids ages 6+."""
Bye Buddy!,https://www.amazon.com/Lakshmi-Priya-Bye-Buddy/dp/B07NGWP7DC/ref=sr_1_211?dchild=1&qid=1624660588&s=alexa-skills&sr=1-211,"It's me..!! Your Bye Buddy!!!  Isn't it cool, if there is always some Buddy to say Bye to you with a positive note every-time you say Bye and offer you a pleasant musical mood!! The day started positive is an opportunity to make a huge difference and have big impact in everyone's lives! Bye Buddy always wishes you to be positive! Now Bye Buddy also provides you seasonal greetings and shows her kindness by wishing you stay healthy quotes during uncertain times!  Whoever you are, whatever your age is, never mind!! Here comes your Bye Buddy! You can always leave home with happy Bye or surprise your kids or friends with a cool bye when you say Bye Buddy to me!! As Alexa playing one of the key role being part of family all day long, helping most of our daily routines, why not we start saying Bye to her whenever we step out of home,  wouldn't it be great if she says a happy bye with a positive note in Alexa's way and voice?? Do you and your family want a Cool Bye everyday and every-time!! It's so simple!! Step 1: Enable the Alexa Skill - ""Bye Buddy"" Step 2: Just say ""Bye Buddy"" Step 3: Hear Alexa saying cool bye with a positive note followed by a mild music; If you own a device with display, along with hearing, you can see a positive note with a cool Background. In headless devices, After enabling Bye Buddy skill to Alexa, whenever you say ""Bye buddy"" she will say ""Bye Bye Buddy!! followed by a positive note and a pleasant music"" In screened devices, After enabling Bye Buddy skill to Alexa, whenever you say ""Bye buddy"" she will say ""Bye Bye Buddy!! followed by a positive note along with a pleasant music and Background image with the note displayed on it. Moreover ""Bye Buddy"" can say Bye to you or your kids, even you can make her say Bye to your friends too!! You will be surprised to hear and see, there is a buddy to say Bye Bye always with a positive note followed by a mild music and make your day an awesome start. Want to enjoy Bye Buddy? Just start saying, Alexa, ""Bye Buddy"" Alexa, ""Launch Bye Buddy"" Alexa, ""Open Bye Buddy"" Alexa, ""Open Bye Buddy and say Goodbye!"" Alexa, ""Ask Bye Buddy to say Bye to my friend or kid or him..."" Alexa, ""Ask Bye Buddy to say Bye"" Kindly leave your ratings and reviews which would be helpful in shaping Bye Buddy!  If would like to leave any feedback or experience any issues in Bye Buddy, the developer can be reached at byebuddyalexaskill@gmail.com"
Sleep Sound: Relaxation Sounds for Pre-K,https://www.amazon.com/Sleep-Sound-Relaxation-Sounds-Pre-K/dp/B0843PGP6C/ref=sr_1_210?dchild=1&qid=1624660588&s=alexa-skills&sr=1-210,"Sleep Sound: Relaxation Sounds for Pre-K, helps you to play ambient sounds to help you sleep in peace, or block unnecessary noise at work or at home. You'll be able to sleep better with high quality sounds, remain focused, study without interruption, relax quickly, meditate more effectively and get your baby to go to sleep faster!."
Compliments Ma,https://www.amazon.com/C0ders-Compliments-Ma/dp/B095CHD3G7/ref=sr_1_240?dchild=1&qid=1624660590&s=alexa-skills&sr=1-240,"Celebrate mom with a list of awesome compliments. At any point, you can say ""Alexa, stop"" to exit the skill."
Thinking of you,https://www.amazon.com/David-Hackett-Thinking-of-you/dp/B095KS3596/ref=sr_1_238?dchild=1&qid=1624660590&s=alexa-skills&sr=1-238,Play a Valentine's Day greeting card for your loved one. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Spot the Set,https://www.amazon.com/SayKid-Spot-the-Set/dp/B095KNB2K9/ref=sr_1_239?dchild=1&qid=1624660590&s=alexa-skills&sr=1-239,"Spot the Set is a fun game designed to help build concentration and focus. There are three levels and four rounds per level - followed by a “Super Bonus” level. Players advance rounds by getting three in a row and early ToyBot™ Tokens that can be redeemed for virtual prizes. Levels and round are as follows: Voice level: - Round 1: voice sets - Round 2: speed sets - Round 3: volume sets - Round 4: Lightning Round (2x points) Word level: - Round 1: Letter sets - Round 2: Color sets - Round 3: Shape sets - Round 4: Lightning Round (2x points) Sound level: - Round 1: Instrument sets - Round 2: Animal ses - Round 3: Vehicle sets - Round 4: Lightning Round (2x points) Super Bonus level (unlocked after all prior levels have been completed) Commands - “Change level” - Change levels - “Reset” - Start over - “Tokens” - Hear how many ToyBot™ Tokens earned Why it’s really educational: This experience is designed to build executive function skills such as working memory, flexible thinking, and self control in a fun, engaging way! About SayKid By combining voice technology and tangible play, we help educators and families learn together in a safe, natural, and engaging way - without screens! For more on our innovative approach to screen-free, play-based learning, see our TEDx Talk on our website.  Awards - SayKid wins Grand Prize in the Amazon Alexa EdTech Challenge  - Harvard names SayKid a Finalist in the Saul Zaentz Early Education Challenge - SayKid wins MN Cup ""Moonshot"" Prize at US Bank Stadium Search ""SayKid"" on the Alexa Skill Store. If you found the skill helpful, we really appreciate reviews!"
ABC Song,https://www.amazon.com/Ear-Candy-Corp-ABC-Song/dp/B09642P99J/ref=sr_1_235?dchild=1&qid=1624660590&s=alexa-skills&sr=1-235,"ABC Song has multiple tracks of the classic children's alphabet ABC song. Just say to your Echo, ""open ABC Song"" to hear a new version of the song. The songs are in random order. Play therm as many times as you like for free! Sing along and help your child learn the alphabet, right on your echo!"
my subtraction game,https://www.amazon.com/Ace-Don-Adriatico-subtraction-game/dp/B0963ZVVLV/ref=sr_1_236?dchild=1&qid=1624660590&s=alexa-skills&sr=1-236,Practice your subtraction with Alexa. Play on an Echo Show 10 (3rd Gen) for fun motion experiences!
Task Tracker,https://www.amazon.com/Tosha-Task-Tracker/dp/B0968M59GC/ref=sr_1_233?dchild=1&qid=1624660590&s=alexa-skills&sr=1-233,Try these checklists to help you stay organized. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Mundo de Patylú - Americas,https://www.amazon.com/Amazon-World-of-Patylu-Americas/dp/B096268L18/ref=sr_1_237?dchild=1&qid=1624660590&s=alexa-skills&sr=1-237,"Descubre todo lo que Patylú y Alexa tienen preparado para tí en el Laboratorio de Patylu. Solo di: ""Alexa, abre el Mundo de Patylú""."
my multiplication game,https://www.amazon.com/Ace-Don-Adriatico-multiplication-game/dp/B096DYPQ37/ref=sr_1_232?dchild=1&qid=1624660590&s=alexa-skills&sr=1-232,Practice your multiplication with Alexa. Play on an Echo Show 10 (3rd Gen) for fun motion experiences!
Animal sounds,https://www.amazon.com/Macde-Technologies-Animal-sounds/dp/B096FLFJ88/ref=sr_1_231?dchild=1&qid=1624660590&s=alexa-skills&sr=1-231,Animal sound is an interactive quiz game designed to check the remembering capacity of kids.  Features of this game: ★ Different types of animal sounds. ★ No time limit. So what are you waiting for??? Let's explore the sounds of animals.
Daily Task list,https://www.amazon.com/Crlifecoach-Daily-Task-list/dp/B0968JR47L/ref=sr_1_234?dchild=1&qid=1624660590&s=alexa-skills&sr=1-234,Try these checklists to help you stay organized. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Alphabet Song,https://www.amazon.com/Ear-Candy-Corp-Alphabet-Song/dp/B096MJD4H1/ref=sr_1_230?dchild=1&qid=1624660590&s=alexa-skills&sr=1-230,"Alphabet Song has multiple tracks of the classic children's alphabet ABC song. Just say to your Echo, ""open Alphabet Song"" to hear a new version of the song. The songs are in random order. Sing along and help your child learn the alphabet, right on your echo!"
SUPER QUIZ,https://www.amazon.com/Vamsi-Krishna-SUPER-QUIZ/dp/B096VSL91R/ref=sr_1_228?dchild=1&qid=1624660590&s=alexa-skills&sr=1-228,"Play an interesting game of quiz with Alexa. While playing the quiz, you can say ""Alexa, next"" to move to the next question. At any point, you can say ""Alexa, stop"" to exit the quiz. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Flight Tracker,https://www.amazon.com/Ashish-Mahajan-Flight-Tracker/dp/B092ZXDW6Y/ref=sr_1_256?dchild=1&qid=1624660592&s=alexa-skills&sr=1-256,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
my division game,https://www.amazon.com/Ace-Don-Adriatico-division-game/dp/B096MQKJCW/ref=sr_1_229?dchild=1&qid=1624660590&s=alexa-skills&sr=1-229,Practice your division with Alexa. Play on an Echo Show 10 (3rd Gen) for fun motion experiences!
Who's turn,https://www.amazon.com/Meep-Whos-turn/dp/B093C1L3F4/ref=sr_1_254?dchild=1&qid=1624660592&s=alexa-skills&sr=1-254,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Whose turn,https://www.amazon.com/Pam-Whose-turn/dp/B093BY93MR/ref=sr_1_255?dchild=1&qid=1624660592&s=alexa-skills&sr=1-255,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Numoola,https://www.amazon.com/Numoola/dp/B093PJ2S3C/ref=sr_1_252?dchild=1&qid=1624660592&s=alexa-skills&sr=1-252,"Welcome to the future of financial literacy. NuMoola is a family-focused consumer banking app that uses real money, gamified education, and the family network to teach all about managing money, missions, and budgets. NuMoola makes financial literacy fun! NuMoola uses gaming and voice technology to teach the principals and resulting benefits of saving, spending, donating, and investing. With educational tasks based nationally recognized standards, you’ll learn all aspects of personal finance and accountability at your own unique pace. Our mission is simple: Prepare learners for tomorrow’s financial hurdles. NuMoola helps discuss money management topics when money starts to matter."
Who's next,https://www.amazon.com/Valerie-Whos-next/dp/B093T95L56/ref=sr_1_251?dchild=1&qid=1624660592&s=alexa-skills&sr=1-251,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
My cat story,https://www.amazon.com/Malcolm-My-cat-story/dp/B093HBPQ85/ref=sr_1_253?dchild=1&qid=1624660592&s=alexa-skills&sr=1-253,"Play an interactive prince and princess-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Dragon story,https://www.amazon.com/Stephanie-Dragon-story/dp/B093WX2G1Q/ref=sr_1_250?dchild=1&qid=1624660592&s=alexa-skills&sr=1-250,Play an interactive adventure-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Santa's Letter,https://www.amazon.com/Liam-Jones-Santas-Letter/dp/B094R5ML51/ref=sr_1_247?dchild=1&qid=1624660592&s=alexa-skills&sr=1-247,Write and send a letter to Santa. Then check back every day to track its progress to the North Pole. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Quién le toca,https://www.amazon.com/Thomas-Bello-Who-touches-him/dp/B093X8V234/ref=sr_1_249?dchild=1&qid=1624660592&s=alexa-skills&sr=1-249,"La próxima vez que estés tratando de decidir a quién le toca escoger algo o hacer alguna tarea, solo pídele a Alexa que te ayude. Por ejemplo, si estás tratando de decidir a quién le toca escoger una película en una noche de película, Alexa puede seleccionar al azar el nombre de alguien de la lista. O si estás tratando de decidir quién debe sacar la basura, ¡Alexa también puede ayudar con eso!"
Poop Picker,https://www.amazon.com/poop-man-Poop-Picker/dp/B0946WHM24/ref=sr_1_248?dchild=1&qid=1624660592&s=alexa-skills&sr=1-248,"Next time you're trying to make a difficult decision, just ask Alexa for help. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Miss Hambrick's Choices,https://www.amazon.com/Danielle-Hambrick-Miss-Hambricks-Choices/dp/B094R7YZSH/ref=sr_1_246?dchild=1&qid=1624660592&s=alexa-skills&sr=1-246,"Next time you're trying to make a difficult decision, just ask Alexa for help. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Mom's Story,https://www.amazon.com/Mag-textiles-Moms-Story/dp/B094R8Z8M3/ref=sr_1_245?dchild=1&qid=1624660592&s=alexa-skills&sr=1-245,Listen to a personalized story that's all about mom and narrated by Alexa.
Who's turn,https://www.amazon.com/Remie-Whos-turn/dp/B0957PDBNM/ref=sr_1_243?dchild=1&qid=1624660592&s=alexa-skills&sr=1-243,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
World's Best Mom,https://www.amazon.com/Paawani-Mittal-Worlds-Best-Mom/dp/B094RB5N1G/ref=sr_1_244?dchild=1&qid=1624660592&s=alexa-skills&sr=1-244,"Celebrate mother's day  with happiness, laughter. any point, you can say ""Alexa, stop"" to exit the skill."
Whose Turn,https://www.amazon.com/Dad-Whose-Turn/dp/B0924NK5V8/ref=sr_1_271?dchild=1&qid=1624660594&s=alexa-skills&sr=1-271,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Dora The Explorer,https://www.amazon.com/Macde-Technologies-Dora-The-Explorer/dp/B09293RQ59/ref=sr_1_270?dchild=1&qid=1624660594&s=alexa-skills&sr=1-270,An interactive quiz game for kids and adults. Dora the Explorer is an interactive quiz game designed to check the remembering capacity of kids.  Features of this game: ★ Voice based quiz. ★ No time limit. ★ Get a hint if found difficult. ★ Get help from Alexa if found difficult. So what are you waiting for??? Let's check how much you know Dora.
Whose Turn,https://www.amazon.com/Adam-Valentin-Whose-Turn/dp/B0924MP6TB/ref=sr_1_272?dchild=1&qid=1624660594&s=alexa-skills&sr=1-272,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Pro Gamer,https://www.amazon.com/Saahas-Pro-Gamer/dp/B09293WPSH/ref=sr_1_269?dchild=1&qid=1624660594&s=alexa-skills&sr=1-269,Alexa will read aloud to you and ask you questions about each passage. Test your memory by remembering tricky details about the story. Answer correctly and achieve a high score. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Pro Gamer Dude,https://www.amazon.com/Saahas-Pro-Gamer-Dude/dp/B092962G4Q/ref=sr_1_268?dchild=1&qid=1624660594&s=alexa-skills&sr=1-268,Alexa will read aloud to you and ask you questions about each passage. Test your memory by remembering tricky details about the story. Answer correctly and achieve a high score. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Whose Turn,https://www.amazon.com/Mom-Whose-Turn/dp/B092DMY64H/ref=sr_1_265?dchild=1&qid=1624660594&s=alexa-skills&sr=1-265,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
The Impostor story,https://www.amazon.com/CG5-The-Impostor-story/dp/B092981DM1/ref=sr_1_266?dchild=1&qid=1624660594&s=alexa-skills&sr=1-266,"Play your own Among Us map, & you can create your own game, choose a public game, enter private code!"
Moyca Addition,https://www.amazon.com/Moyca-LLC-Addition/dp/B09297L6PB/ref=sr_1_267?dchild=1&qid=1624660594&s=alexa-skills&sr=1-267,"This Alexa skill will help re-enforce basic addition skills by repeating addition problems and verifying they are correct. It will work with all Alexa devices and currently supports displays, although it is not required. All addition problems are limited to single digit problems."
Moyca Subtraction,https://www.amazon.com/Moyca-LLC-Subtraction/dp/B092DMZV9X/ref=sr_1_264?dchild=1&qid=1624660594&s=alexa-skills&sr=1-264,"This Alexa skill will help re-enforce basic subtraction skills by repeating addition problems and verifying they are correct. It will work with all Alexa devices and currently supports displays, although it is not required. All subtraction problems are limited to single digit problems and will be non-negative answers."
My Name Picker,https://www.amazon.com/Mom-My-Name-Picker/dp/B092DNPGKX/ref=sr_1_263?dchild=1&qid=1624660594&s=alexa-skills&sr=1-263,Randomly pick a name from my people on who's turn it is for dishes
Who's next,https://www.amazon.com/Luz-Warner-Whos-next/dp/B092JFZXL7/ref=sr_1_262?dchild=1&qid=1624660594&s=alexa-skills&sr=1-262,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
My Fairy Tale,https://www.amazon.com/Vince-Pappas-My-Fairy-Tale/dp/B092JJDQF6/ref=sr_1_261?dchild=1&qid=1624660594&s=alexa-skills&sr=1-261,"Play an interactive prince and princess-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
How Many Days,https://www.amazon.com/Wafa-How-Many-Days/dp/B092MM6YD7/ref=sr_1_258?dchild=1&qid=1624660594&s=alexa-skills&sr=1-258,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Simple Who's Turn,https://www.amazon.com/Assal-Al-Janabi-Simple-Whos/dp/B092JJJ46P/ref=sr_1_260?dchild=1&qid=1624660594&s=alexa-skills&sr=1-260,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Vacation time,https://www.amazon.com/William-Mears-Vacation-time/dp/B092JJPZMH/ref=sr_1_259?dchild=1&qid=1624660594&s=alexa-skills&sr=1-259,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Whose Turn,https://www.amazon.com/Andrew-Whose-Turn/dp/B0916B6TSH/ref=sr_1_280?dchild=1&qid=1624660595&s=alexa-skills&sr=1-280,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Who's turn?,https://www.amazon.com/Darren-Carter-Whos-turn/dp/B08ZFT46CF/ref=sr_1_288?dchild=1&qid=1624660595&s=alexa-skills&sr=1-288,"Next time you're trying to decide whose turn it is to pick something or perform a task, just ask Alexa for help. For example, kids always arguing about Who’s turn it is to wash up, sit in the front seat, who needs a shower first, trying to decide whose turn it is to pick a movie Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
How Many Days,https://www.amazon.com/Default-User-kidus-zemichael-Many/dp/B08ZN3H51N/ref=sr_1_287?dchild=1&qid=1624660595&s=alexa-skills&sr=1-287,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Whose gonna,https://www.amazon.com/K-Cleaning-Whose-gonna/dp/B08ZSRDLQ2/ref=sr_1_283?dchild=1&qid=1624660595&s=alexa-skills&sr=1-283,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Whose Turn Shower,https://www.amazon.com/Dustin-Bynum-Whose-Turn-Shower/dp/B08ZSR26L1/ref=sr_1_285?dchild=1&qid=1624660595&s=alexa-skills&sr=1-285,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to take a shower first, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
