skill_name,skill_link,skill_description
Whose Turn,https://www.amazon.com/Me-Whose-Turn/dp/B08FJ26P7C/ref=sr_1_117?dchild=1&qid=1624647840&rnid=14284832011&s=alexa-skills&sr=1-117,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Chore chart,https://www.amazon.com/Stratton-Chore-chart/dp/B08FX17X2M/ref=sr_1_113?dchild=1&qid=1624647840&rnid=14284832011&s=alexa-skills&sr=1-113,"Use this skill to keep track of chores that are assigned to each member of your household. You can ask Alexa to read the list of chores that are assigned to you each day, and you can log your chores as you complete them. Alexa automatically keeps score so you can complete with family members to see who finishes their chores first. Or last! The chore tracker automatically resets on Sunday each week. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer."
Pick a person,https://www.amazon.com/Mom-Pick-a-person/dp/B08FJ2RJW5/ref=sr_1_116?dchild=1&qid=1624647840&rnid=14284832011&s=alexa-skills&sr=1-116,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Chore chart,https://www.amazon.com/zach-Chore-chart/dp/B08FMQ858D/ref=sr_1_115?dchild=1&qid=1624647840&rnid=14284832011&s=alexa-skills&sr=1-115,"Use this skill to keep track of chores that are assigned to each member of your household. You can ask Alexa to read the list of chores that are assigned to you each day, and you can log your chores as you complete them. Alexa automatically keeps score so you can complete with family members to see who finishes their chores first. Or last! The chore tracker automatically resets on Sunday each week. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer."
The Big day,https://www.amazon.com/Kelz-The-Big-day/dp/B08DD1G2HR/ref=sr_1_120?dchild=1&qid=1624647840&rnid=14284832011&s=alexa-skills&sr=1-120,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Whose Turn,https://www.amazon.com/Ryan-Whose-Turn/dp/B08FB3VYZR/ref=sr_1_119?dchild=1&qid=1624647840&rnid=14284832011&s=alexa-skills&sr=1-119,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Whose Turn,https://www.amazon.com/Marilyn-Sutton-Swinger-Whose-Turn/dp/B08B3QR7W1/ref=sr_1_127?dchild=1&qid=1624647840&rnid=14284832011&s=alexa-skills&sr=1-127,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Whose Turn,https://www.amazon.com/Dad-Whose-Turn/dp/B08FWV1WXT/ref=sr_1_114?dchild=1&qid=1624647840&rnid=14284832011&s=alexa-skills&sr=1-114,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Val,https://www.amazon.com/Val/dp/B089RZW44P/ref=sr_1_128?dchild=1&qid=1624647840&rnid=14284832011&s=alexa-skills&sr=1-128,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Whose Turn,https://www.amazon.com/Megan-Whose-Turn/dp/B08C7M8WGH/ref=sr_1_123?dchild=1&qid=1624647840&rnid=14284832011&s=alexa-skills&sr=1-123,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Father's Day Greeting,https://www.amazon.com/Stephanie-Fathers-Day-Greeting/dp/B08BLT9494/ref=sr_1_124?dchild=1&qid=1624647840&rnid=14284832011&s=alexa-skills&sr=1-124,Play a Father's Day greeting card for a special Dad in your life. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Whose Turn,https://www.amazon.com/Steve-Whose-Turn/dp/B08C7PXCBX/ref=sr_1_122?dchild=1&qid=1624647840&rnid=14284832011&s=alexa-skills&sr=1-122,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
baby crying,https://www.amazon.com/Sis-baby-crying/dp/B08B8BD32M/ref=sr_1_126?dchild=1&qid=1624647840&rnid=14284832011&s=alexa-skills&sr=1-126,"You will hear a series of cries from a baby. If your device has a screen, a random image of a crying baby will appear on your screen. The crying streak is also random so that the image and sound that appear are not exactly the same each time you cast this skill. The skill is very simple and requires no interaction once you launch it. It will automatically exit at the end of the weeping series."
Sven study,https://www.amazon.com/Alec-Sven-study/dp/B08B8KYC73/ref=sr_1_125?dchild=1&qid=1624647840&rnid=14284832011&s=alexa-skills&sr=1-125,"Open the skill and ask Alexa for one of the pre-defined countdown timers. Alexa will read the into message and the countdown (10, 9, 8, ... 3, 2, 1), and then play a fun sound effect. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
penguins are fluffy,https://www.amazon.com/Georgia-penguins-are-fluffy/dp/B089QY7Q36/ref=sr_1_129?dchild=1&qid=1624647842&rnid=14284832011&s=alexa-skills&sr=1-129,Listen to a personalized story that's all about mom and narrated by Alexa.
Chore chart,https://www.amazon.com/Amber-Chore-chart/dp/B08D9MLQG4/ref=sr_1_121?dchild=1&qid=1624647840&rnid=14284832011&s=alexa-skills&sr=1-121,"Use this skill to keep track of chores that are assigned to each member of your household. You can ask Alexa to read the list of chores that are assigned to you each day, and you can log your chores as you complete them. Alexa automatically keeps score so you can complete with family members to see who finishes their chores first. Or last! The chore tracker automatically resets on Sunday each week. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer."
Five Nights,https://www.amazon.com/Mike-Free-Five-Nights/dp/B08FDQ7FPH/ref=sr_1_118?dchild=1&qid=1624647840&rnid=14284832011&s=alexa-skills&sr=1-118,"Ask Alexa who did it, and she'll provide a randomly-selected FNAF (Five Nights at Freddy’s) character."
Cold windy night,https://www.amazon.com/Alexa-Blueprints-User-windy-night/dp/B088WB9BN6/ref=sr_1_134?dchild=1&qid=1624647842&rnid=14284832011&s=alexa-skills&sr=1-134,A story about the wind
thanos beatbox,https://www.amazon.com/derpthanos-thanos-beatbox/dp/B088TMNG22/ref=sr_1_135?dchild=1&qid=1624647842&rnid=14284832011&s=alexa-skills&sr=1-135,"Celebrate special occasions with your loved ones. When you open the skill, Alexa will play a slideshow with rich images and audio. You can say ""Alexa, stop"" to exit anytime."
Good Excuse,https://www.amazon.com/Ben-Taylor-Good-Excuse/dp/B08927NMG7/ref=sr_1_132?dchild=1&qid=1624647842&rnid=14284832011&s=alexa-skills&sr=1-132,This skill uses machine learning tone analysis (and a list of bathroom-related words!) to determine if someone's reasons for being out of bed is a good one.
Who has laundry,https://www.amazon.com/Andrew-H-Who-has-laundry/dp/B0882R6N4G/ref=sr_1_144?dchild=1&qid=1624647842&rnid=14284832011&s=alexa-skills&sr=1-144,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Whose Turn,https://www.amazon.com/Safiyah-Whose-Turn/dp/B088YWBVLK/ref=sr_1_133?dchild=1&qid=1624647842&rnid=14284832011&s=alexa-skills&sr=1-133,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
How Many Days,https://www.amazon.com/Gabriela-Iannacone-How-Many-Days/dp/B0897CK77J/ref=sr_1_131?dchild=1&qid=1624647842&rnid=14284832011&s=alexa-skills&sr=1-131,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
My Surprise,https://www.amazon.com/T-Breezy-My-Surprise/dp/B088C4BWW6/ref=sr_1_143?dchild=1&qid=1624647842&rnid=14284832011&s=alexa-skills&sr=1-143,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Daily activities,https://www.amazon.com/A-person-Daily-activities/dp/B088D7BGB6/ref=sr_1_142?dchild=1&qid=1624647842&rnid=14284832011&s=alexa-skills&sr=1-142,"Ask Alexa, “Alexa stop”"
How Many Days,https://www.amazon.com/Parents-How-Many-Days/dp/B088DVZYH8/ref=sr_1_141?dchild=1&qid=1624647842&rnid=14284832011&s=alexa-skills&sr=1-141,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Moms rhubarb pie,https://www.amazon.com/2AJT2QT-Moms-rhubarb-pie/dp/B088FJJDBW/ref=sr_1_139?dchild=1&qid=1624647842&rnid=14284832011&s=alexa-skills&sr=1-139,Play a Mother's Day greeting card for a special Mom in your life.
Who's next,https://www.amazon.com/Bogdan-Blaga-Whos-next/dp/B088F9GRML/ref=sr_1_140?dchild=1&qid=1624647842&rnid=14284832011&s=alexa-skills&sr=1-140,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Dad Jokes,https://www.amazon.com/Amber-Allison-Dad-Jokes/dp/B088Q9V7GK/ref=sr_1_137?dchild=1&qid=1624647842&rnid=14284832011&s=alexa-skills&sr=1-137,"Ask Alexa to tell you corny Dad jokes when you need a laugh. When using the skill, you can say ""Alexa, next"" to move to the next joke. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Who has laundry,https://www.amazon.com/Andrew-H-Who-has-laundry/dp/B0882R6N4G/ref=sr_1_145?dchild=1&qid=1624647844&rnid=14284832011&s=alexa-skills&sr=1-145,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
My Tavo,https://www.amazon.com/Alexa-Blueprints-User-My-Tavo/dp/B088NJXGTK/ref=sr_1_138?dchild=1&qid=1624647842&rnid=14284832011&s=alexa-skills&sr=1-138,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
wish wish wish,https://www.amazon.com/Alexa-Blueprints-User-wish/dp/B089FWPXGC/ref=sr_1_130?dchild=1&qid=1624647842&rnid=14284832011&s=alexa-skills&sr=1-130,Listen to a personalized story that's all about dad and narrated by Alexa.
My Spooky Story,https://www.amazon.com/Princetta-Jeannie-My-Spooky-Story/dp/B086LHK489/ref=sr_1_155?dchild=1&qid=1624647844&rnid=14284832011&s=alexa-skills&sr=1-155,"Listen to an interactive spooky story with sound effects and prompts. When you open the skill, Alexa asks for character names and other information to fill in the blanks. Get ready for laughs and giggles as your audience fills in the blanks and listens their customized story. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Whose Turn,https://www.amazon.com/Mom-Whose-Turn/dp/B088TL79JX/ref=sr_1_136?dchild=1&qid=1624647842&rnid=14284832011&s=alexa-skills&sr=1-136,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Laughing family jokes,https://www.amazon.com/Landon-Bryson-Laughing-family-jokes/dp/B086S6J9GF/ref=sr_1_154?dchild=1&qid=1624647844&rnid=14284832011&s=alexa-skills&sr=1-154,"Try these lighthearted jokes to add more fun to your day. When using the skill, you can say ""Alexa, next"" to move to the next joke. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Alien tale,https://www.amazon.com/Mark-Stone-Alien-tale/dp/B0868LRBJY/ref=sr_1_159?dchild=1&qid=1624647844&rnid=14284832011&s=alexa-skills&sr=1-159,Play an interactive science fiction-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
The irritated window,https://www.amazon.com/Christian-The-irritated-window/dp/B08623NPCY/ref=sr_1_160?dchild=1&qid=1624647844&rnid=14284832011&s=alexa-skills&sr=1-160,"Try these lighthearted jokes to add more fun to your day. When using the skill, you can say ""Alexa, next"" to move to the next joke. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Whose Turn,https://www.amazon.com/Analeah-Whose-Turn/dp/B086GBQV56/ref=sr_1_158?dchild=1&qid=1624647844&rnid=14284832011&s=alexa-skills&sr=1-158,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Whose Turn,https://www.amazon.com/Dan-B-Whose-Turn/dp/B086J2CRKF/ref=sr_1_156?dchild=1&qid=1624647844&rnid=14284832011&s=alexa-skills&sr=1-156,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Who's going,https://www.amazon.com/Analeah-Whos-going/dp/B086GHFG2F/ref=sr_1_157?dchild=1&qid=1624647844&rnid=14284832011&s=alexa-skills&sr=1-157,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Who is Skull,https://www.amazon.com/Tiernan-Dempsey-Who-is-Skull/dp/B086SXG589/ref=sr_1_153?dchild=1&qid=1624647844&rnid=14284832011&s=alexa-skills&sr=1-153,Listen to a personalized story that's all about mom and narrated by Alexa.
Friend Woof,https://www.amazon.com/Andry-Rodych-Friend-Woof/dp/B0876PCZK1/ref=sr_1_151?dchild=1&qid=1624647844&rnid=14284832011&s=alexa-skills&sr=1-151,"A fun skill that will allow you to adopt a four-legged friend among the many types of dogs available and play with him. It will obey all your commands, it will be very pleasant to use in family, among friends and especially if you have a dog!! To open the skill just say: ""Alexa, open friend woof"" ""Alexa, start friend woof"" ""Alexa, launch friend woof"""
Whose Turn,https://www.amazon.com/Dennis-Lopez-Whose-Turn/dp/B087BJCRH5/ref=sr_1_150?dchild=1&qid=1624647844&rnid=14284832011&s=alexa-skills&sr=1-150,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
The Spooky Halloween,https://www.amazon.com/Bryson-G-The-Spooky-Halloween/dp/B086TT6KJ3/ref=sr_1_152?dchild=1&qid=1624647844&rnid=14284832011&s=alexa-skills&sr=1-152,"Listen to an interactive spooky story with sound effects and prompts. When you open the skill, Alexa asks for character names and other information to fill in the blanks. Get ready for laughs and giggles as your audience fills in the blanks and listens their customized story. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Whose Turn,https://www.amazon.com/LaDonna-Whose-Turn/dp/B087QJJ52L/ref=sr_1_148?dchild=1&qid=1624647844&rnid=14284832011&s=alexa-skills&sr=1-148,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Meme Flashcards,https://www.amazon.com/Jcm3911-Meme-Flashcards/dp/B087CB76LZ/ref=sr_1_149?dchild=1&qid=1624647844&rnid=14284832011&s=alexa-skills&sr=1-149,"Alexa can help you learn new topics or study for your test. You can review the flash cards and then test your knowledge. At any point you can say ""Alexa, review mode"" to switch to review or say ""Alexa, test mode"" to start a test. You can say ""Alexa, next"" to move to the next card. At any point during the test, you can say ""Alexa, what's my score"" to get your current test score. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer."
Whose Turn,https://www.amazon.com/Cole-mcbrearty-Whose-Turn/dp/B087Z2BK1P/ref=sr_1_147?dchild=1&qid=1624647844&rnid=14284832011&s=alexa-skills&sr=1-147,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Whose Turn,https://www.amazon.com/amy-whitehead-Whose-Turn/dp/B0882HQHJ4/ref=sr_1_146?dchild=1&qid=1624647844&rnid=14284832011&s=alexa-skills&sr=1-146,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Papa coming back,https://www.amazon.com/Vinix-Papa-coming-back/dp/B085PRL9B7/ref=sr_1_161?dchild=1&qid=1624647846&rnid=14284832011&s=alexa-skills&sr=1-161,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Super Mom's Tale,https://www.amazon.com/Jessi-Super-Moms-Tale/dp/B084C4ZNF3/ref=sr_1_175?dchild=1&qid=1624647846&rnid=14284832011&s=alexa-skills&sr=1-175,Listen to a personalized story that's all about mom and narrated by Alexa.
Whose Turn,https://www.amazon.com/Mmmm-Whose-Turn/dp/B084FW9N2Z/ref=sr_1_174?dchild=1&qid=1624647846&rnid=14284832011&s=alexa-skills&sr=1-174,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Family Jokes,https://www.amazon.com/Gg-Family-Jokes/dp/B084MD3Y3L/ref=sr_1_172?dchild=1&qid=1624647846&rnid=14284832011&s=alexa-skills&sr=1-172,"Try these lighthearted jokes to add more fun to your day. When using the skill, you can say ""Alexa, next"" to move to the next joke. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Make Kool Aid,https://www.amazon.com/Tiffany-Make-Kool-Aid/dp/B084MJ7VK5/ref=sr_1_171?dchild=1&qid=1624647846&rnid=14284832011&s=alexa-skills&sr=1-171,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Hawkins Family Birthdays,https://www.amazon.com/Adryan-Hawkins-Family-Birthdays/dp/B084JKYMJ4/ref=sr_1_173?dchild=1&qid=1624647846&rnid=14284832011&s=alexa-skills&sr=1-173,"This count downs birthday's for Zeke, Addy and Marek"
Whose Turn,https://www.amazon.com/Mike-Whose-Turn/dp/B08433VD7J/ref=sr_1_176?dchild=1&qid=1624647846&rnid=14284832011&s=alexa-skills&sr=1-176,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
,https://www.amazon.com/Sheree-Perot-Real-deal/dp/B084R8K2BN/ref=sr_1_170?dchild=1&qid=1624647846&rnid=14284832011&s=alexa-skills&sr=1-170,
Valentine's Greeting,https://www.amazon.com/Love-Child-Valentines-Greeting/dp/B084T9NNTT/ref=sr_1_169?dchild=1&qid=1624647846&rnid=14284832011&s=alexa-skills&sr=1-169,Play a Valentine's Day greeting card for your loved one. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Harrison Jokes,https://www.amazon.com/Harra-Harrison-Jokes/dp/B084VKQ482/ref=sr_1_168?dchild=1&qid=1624647846&rnid=14284832011&s=alexa-skills&sr=1-168,"Try these Harrison's lighthearted jokes to add more fun to your day. When using the skill, you can say ""Alexa, next"" to move to the next joke. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
How Many Days,https://www.amazon.com/Carl-How-Many-Days/dp/B084WSDQRC/ref=sr_1_167?dchild=1&qid=1624647846&rnid=14284832011&s=alexa-skills&sr=1-167,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Rescuing Linda,https://www.amazon.com/Michelle-Van-Campen-Rescuing-Linda/dp/B0852Z3GS8/ref=sr_1_165?dchild=1&qid=1624647846&rnid=14284832011&s=alexa-skills&sr=1-165,Play an interactive adventure-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Dog Adventure Two,https://www.amazon.com/Michelle-Van-Campen-Dog-Adventure/dp/B0852ZV268/ref=sr_1_164?dchild=1&qid=1624647846&rnid=14284832011&s=alexa-skills&sr=1-164,Play an interactive adventure-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Whose Turn front,https://www.amazon.com/Kris-Whose-Turn-front/dp/B0851SCQ5N/ref=sr_1_166?dchild=1&qid=1624647846&rnid=14284832011&s=alexa-skills&sr=1-166,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
How Many Days1,https://www.amazon.com/Kevin-lowery-How-Many-Days1/dp/B085HVFZM6/ref=sr_1_162?dchild=1&qid=1624647846&rnid=14284832011&s=alexa-skills&sr=1-162,Me and Jaye will be attending the wedding together
The Dog Adventure,https://www.amazon.com/Michelle-Van-Campen-The-Adventure/dp/B085HCJHZ5/ref=sr_1_163?dchild=1&qid=1624647846&rnid=14284832011&s=alexa-skills&sr=1-163,Listen to an adventure story.
My Fairy Tale,https://www.amazon.com/Kuneisha-My-Fairy-Tale/dp/B083QSXD1Z/ref=sr_1_186?dchild=1&qid=1624647848&rnid=14284832011&s=alexa-skills&sr=1-186,"Play an interactive prince and princess-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Spring Break,https://www.amazon.com/Ren-Tin-Spring-Break/dp/B0842YVLQX/ref=sr_1_177?dchild=1&qid=1624647848&rnid=14284832011&s=alexa-skills&sr=1-177,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Personal Trainer,https://www.amazon.com/Me-Personal-Trainer/dp/B083G2QY79/ref=sr_1_192?dchild=1&qid=1624647848&rnid=14284832011&s=alexa-skills&sr=1-192,"Work out with Alexa throughout the week. Once you open the skill, just ask Alexa to start the workout. You can also ask Alexa for your progress. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
A.M. school bus arrival reminder,https://www.amazon.com/A-M-school-bus-arrival-reminder/dp/B083G3GVJP/ref=sr_1_191?dchild=1&qid=1624647848&rnid=14284832011&s=alexa-skills&sr=1-191,"Open the skill and ask Alexa for one of the pre-defined countdown timers. Alexa will read the into message and the countdown (10, 9, 8, ... 3, 2, 1), and then play a fun sound effect. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Whose Turn,https://www.amazon.com/The-Infamous-Anna-Cowdrey-Whose/dp/B083GNT5HH/ref=sr_1_190?dchild=1&qid=1624647848&rnid=14284832011&s=alexa-skills&sr=1-190,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Whose Turn,https://www.amazon.com/Kristin-McGaha-Whose-Turn/dp/B083NX85GW/ref=sr_1_188?dchild=1&qid=1624647848&rnid=14284832011&s=alexa-skills&sr=1-188,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Settle a Bet,https://www.amazon.com/DVG-Bantam-City-Settle-Bet/dp/B083H9T48K/ref=sr_1_189?dchild=1&qid=1624647848&rnid=14284832011&s=alexa-skills&sr=1-189,Have an argument you can't settle?  Let Alexa settle it for you.  You tell Alexa what each person thinks and Alexa will tell you who is probably right.
clean jokes,https://www.amazon.com/Wendi-Swanson-clean-jokes/dp/B083R74FYH/ref=sr_1_184?dchild=1&qid=1624647848&rnid=14284832011&s=alexa-skills&sr=1-184,"Just ask me to tell a clean joke and if you don't laugh, you'll at least smile and roll your eyes."
Chore smart,https://www.amazon.com/Brianna-Chore-smart/dp/B083Q6XCBL/ref=sr_1_187?dchild=1&qid=1624647848&rnid=14284832011&s=alexa-skills&sr=1-187,"Use this skill to keep track of chores that are assigned to each member of your household. You can ask Alexa to read the list of chores that are assigned to you each day, and you can log your chores as you complete them. Alexa automatically keeps score so you can complete with family members to see who finishes their chores first. Or last! The chore tracker automatically resets on Sunday each week. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer."
How Many Days,https://www.amazon.com/Timm-Martin-How-Many-Days/dp/B083QT9ST2/ref=sr_1_185?dchild=1&qid=1624647848&rnid=14284832011&s=alexa-skills&sr=1-185,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
My Ego,https://www.amazon.com/Criofan-McCarney-Savage-My-Ego/dp/B083V4V8S3/ref=sr_1_181?dchild=1&qid=1624647848&rnid=14284832011&s=alexa-skills&sr=1-181,Ask Alexa any of the questions that are included in the skill and she'll provide the corresponding answer. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer.
Owen Stinks,https://www.amazon.com/Colin-Blake-Owen-Stinks/dp/B083S9BFQH/ref=sr_1_182?dchild=1&qid=1624647848&rnid=14284832011&s=alexa-skills&sr=1-182,Ask Alexa any of the questions that are included in the skill and she'll provide the corresponding answer. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer.
